                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.70174,                 0.3335,                  1.036,                0.98725,                      1,                  0.995,                0.80327,                0.87025,                0.36349,                 1.1139,              0.0012379,              0.0012379,              0.0012379
                    158,                0.66446,                0.32112,                 1.0103,                0.98885,                      1,                  0.995,                 0.7857,                 0.8887,                0.36302,                 1.1238,              0.0012352,              0.0012352,              0.0012352
                    159,                0.70427,                0.33921,                 1.0478,                 0.9904,                      1,                  0.995,                0.77807,                0.90685,                0.35742,                 1.1437,              0.0012324,              0.0012324,              0.0012324
                    160,                0.69389,                0.33809,                   1.04,                0.98857,                      1,                  0.995,                0.77714,                0.86508,                0.34332,                 1.1334,              0.0012297,              0.0012297,              0.0012297
                    161,                0.70105,                 0.3464,                 1.0551,                0.98832,                      1,                  0.995,                0.77646,                0.84549,                0.34654,                 1.1343,              0.0012269,              0.0012269,              0.0012269
                    162,                0.69189,                 0.3412,                 1.0299,                0.98833,                      1,                  0.995,                0.77007,                0.86253,                0.35975,                 1.1522,              0.0012242,              0.0012242,              0.0012242
                    163,                0.65797,                 0.3388,                 1.0133,                0.98771,                      1,                  0.995,                0.75479,                0.88169,                0.35784,                  1.155,              0.0012214,              0.0012214,              0.0012214
                    164,                0.68824,                0.35163,                 1.0286,                0.98817,                      1,                  0.995,                0.76041,                0.92934,                0.35516,                 1.1641,              0.0012187,              0.0012187,              0.0012187
                    165,                 0.7023,                0.35189,                 1.0262,                0.98846,                      1,                  0.995,                0.77072,                0.92766,                0.35221,                 1.1517,              0.0012159,              0.0012159,              0.0012159
                    166,                 0.6978,                0.34568,                 1.0463,                0.98625,                      1,                  0.995,                0.76721,                 0.9353,                0.37298,                 1.1495,              0.0012132,              0.0012132,              0.0012132
                    167,                0.66848,                0.33587,                 1.0216,                0.98631,                      1,                  0.995,                0.75901,                0.95046,                0.37966,                 1.1677,              0.0012104,              0.0012104,              0.0012104
                    168,                0.69756,                0.33613,                 1.0412,                0.98602,                      1,                  0.995,                0.75492,                0.91689,                0.37737,                 1.1572,              0.0012077,              0.0012077,              0.0012077
                    169,                0.67619,                0.33626,                 1.0169,                 0.9824,                      1,                  0.995,                0.76212,                 0.8979,                0.37993,                 1.1304,              0.0012049,              0.0012049,              0.0012049
                    170,                0.69538,                0.32547,                 1.0292,                0.97327,                      1,                  0.995,                0.77909,                0.86376,                0.37727,                 1.1128,              0.0012022,              0.0012022,              0.0012022
                    171,                0.66519,                0.33909,                 1.0316,                0.97183,                      1,                  0.995,                0.78576,                0.87745,                0.37688,                 1.1257,              0.0011994,              0.0011994,              0.0011994
                    172,                0.70075,                0.33524,                 1.0519,                0.98203,                      1,                  0.995,                0.78174,                0.85902,                0.34164,                 1.1075,              0.0011967,              0.0011967,              0.0011967
                    173,                0.68147,                0.33718,                 1.0189,                0.98638,                      1,                  0.995,                0.77733,                0.87394,                0.33947,                 1.1164,              0.0011939,              0.0011939,              0.0011939
                    174,                0.67582,                0.33105,                  1.036,                0.98767,                      1,                  0.995,                0.78904,                0.86466,                0.35409,                 1.1202,              0.0011912,              0.0011912,              0.0011912
                    175,                0.69009,                0.32399,                 1.0215,                0.98565,                      1,                  0.995,                0.78467,                0.89044,                0.36436,                 1.1315,              0.0011884,              0.0011884,              0.0011884
                    176,                0.65733,                0.31752,                 1.0155,                0.98646,                      1,                  0.995,                0.78083,                0.86725,                0.36342,                 1.1163,              0.0011857,              0.0011857,              0.0011857
                    177,                0.66578,                 0.3342,                 1.0244,                0.98703,                      1,                  0.995,                0.79796,                0.87595,                 0.3619,                 1.1234,              0.0011829,              0.0011829,              0.0011829
                    178,                0.66475,                0.33439,                 1.0335,                 0.9874,                      1,                  0.995,                0.76995,                0.90073,                0.36805,                  1.141,              0.0011802,              0.0011802,              0.0011802
                    179,                0.66893,                0.32084,                 1.0372,                0.98751,                      1,                  0.995,                0.77925,                0.87099,                 0.3615,                 1.1293,              0.0011774,              0.0011774,              0.0011774
                    180,                0.66969,                0.33822,                 1.0278,                0.98571,                      1,                  0.995,                0.76522,                0.87033,                0.34823,                 1.1318,              0.0011747,              0.0011747,              0.0011747
                    181,                0.68211,                0.33508,                 1.0207,                0.98748,                      1,                  0.995,                0.77449,                0.84581,                0.33664,                 1.1175,              0.0011719,              0.0011719,              0.0011719
                    182,                0.67647,                0.32516,                 1.0392,                0.98597,                      1,                  0.995,                0.76545,                0.84991,                0.32427,                  1.129,              0.0011692,              0.0011692,              0.0011692
                    183,                 0.6755,                0.32453,                 1.0083,                0.98636,                      1,                  0.995,                0.76006,                0.89273,                0.33643,                 1.1433,              0.0011664,              0.0011664,              0.0011664
                    184,                0.67455,                0.32007,                 1.0127,                0.98887,                      1,                  0.995,                0.77889,                0.87129,                0.33796,                 1.1177,              0.0011636,              0.0011636,              0.0011636
                    185,                0.69927,                0.33712,                 1.0378,                0.98871,                      1,                  0.995,                0.78791,                0.83797,                0.35003,                 1.1016,              0.0011609,              0.0011609,              0.0011609
                    186,                0.67907,                0.33228,                 1.0398,                0.98764,                      1,                  0.995,                0.76835,                0.83831,                0.33973,                 1.1104,              0.0011581,              0.0011581,              0.0011581
                    187,                 0.6658,                0.33352,                  1.016,                0.98859,                      1,                  0.995,                0.77821,                0.85781,                0.35369,                 1.1175,              0.0011554,              0.0011554,              0.0011554
                    188,                0.69676,                0.33099,                 1.0375,                0.98611,                      1,                  0.995,                0.77973,                0.86428,                0.36668,                 1.1319,              0.0011526,              0.0011526,              0.0011526
                    189,                0.68043,                0.32864,                 1.0457,                0.98694,                      1,                  0.995,                 0.7853,                0.88475,                 0.3624,                 1.1418,              0.0011499,              0.0011499,              0.0011499
                    190,                  0.679,                0.33136,                 1.0195,                0.98778,                      1,                  0.995,                0.77779,                0.88684,                0.36986,                 1.1432,              0.0011471,              0.0011471,              0.0011471
                    191,                0.67648,                0.32748,                  1.027,                0.98503,                      1,                  0.995,                0.78906,                0.84726,                0.36531,                 1.1263,              0.0011444,              0.0011444,              0.0011444
                    192,                0.66844,                 0.3294,                 1.0371,                0.98309,                      1,                  0.995,                0.77879,                0.88102,                0.36888,                 1.1383,              0.0011416,              0.0011416,              0.0011416
                    193,                0.68497,                  0.333,                 1.0179,                0.98256,                      1,                  0.995,                0.77924,                0.88563,                0.36386,                 1.1394,              0.0011389,              0.0011389,              0.0011389
                    194,                0.67225,                0.32568,                 1.0175,                0.98403,                      1,                  0.995,                0.77697,                0.87319,                0.35947,                 1.1366,              0.0011361,              0.0011361,              0.0011361
                    195,                0.65806,                0.33523,                 1.0233,                0.98622,                      1,                  0.995,                0.76879,                0.89958,                0.35572,                 1.1506,              0.0011334,              0.0011334,              0.0011334
                    196,                0.68644,                0.33607,                 1.0393,                0.98735,                      1,                  0.995,                  0.756,                0.91726,                0.38431,                 1.1702,              0.0011306,              0.0011306,              0.0011306
                    197,                0.67417,                0.33204,                 1.0439,                0.98646,                      1,                  0.995,                0.74293,                0.92425,                0.37129,                 1.1772,              0.0011279,              0.0011279,              0.0011279
                    198,                 0.6508,                0.31581,                 1.0074,                0.98555,                      1,                  0.995,                0.75264,                 0.9099,                0.34355,                 1.1608,              0.0011251,              0.0011251,              0.0011251
                    199,                0.67278,                0.32457,                  1.039,                0.98448,                      1,                  0.995,                0.75402,                 0.9331,                0.35055,                 1.1642,              0.0011224,              0.0011224,              0.0011224
                    200,                0.71246,                0.33343,                 1.0369,                 0.9844,                      1,                  0.995,                0.74394,                0.95592,                0.35779,                 1.1814,              0.0011196,              0.0011196,              0.0011196
                    201,                0.67449,                0.32319,                 1.0271,                0.98533,                      1,                  0.995,                0.76114,                0.92345,                0.36316,                 1.1661,              0.0011169,              0.0011169,              0.0011169
                    202,                0.68297,                0.33511,                 1.0262,                0.98374,                      1,                  0.995,                0.77653,                0.85702,                0.33756,                 1.1312,              0.0011141,              0.0011141,              0.0011141
                    203,                0.67468,                0.32056,                  1.023,                0.97773,                      1,                  0.995,                0.77842,                0.86091,                0.34286,                 1.1317,              0.0011114,              0.0011114,              0.0011114
                    204,                0.69373,                0.33603,                 1.0346,                0.97905,                      1,                  0.995,                0.75097,                 0.9441,                0.37286,                 1.1866,              0.0011086,              0.0011086,              0.0011086
                    205,                0.67569,                 0.3239,                 1.0426,                0.97624,                      1,                  0.995,                0.76561,                0.90836,                0.36854,                 1.1649,              0.0011059,              0.0011059,              0.0011059
                    206,                0.66958,                0.31428,                 1.0368,                0.97232,                      1,                  0.995,                0.78605,                0.89504,                0.36347,                 1.1504,              0.0011031,              0.0011031,              0.0011031
                    207,                0.65979,                 0.3285,                   1.01,                0.97203,                      1,                  0.995,                0.78435,                0.90443,                0.36664,                  1.143,              0.0011004,              0.0011004,              0.0011004
                    208,                0.67875,                0.32051,                 1.0258,                0.98203,                      1,                  0.995,                 0.7704,                0.89002,                0.34305,                 1.1449,              0.0010976,              0.0010976,              0.0010976
                    209,                0.67895,                0.32327,                 1.0361,                0.98535,                      1,                  0.995,                 0.7595,                0.88899,                0.34431,                 1.1487,              0.0010949,              0.0010949,              0.0010949
                    210,                0.67302,                0.31192,                 1.0182,                0.98657,                      1,                  0.995,                0.76868,                0.88246,                0.35533,                 1.1494,              0.0010921,              0.0010921,              0.0010921
                    211,                0.67343,                0.32167,                 1.0174,                0.98616,                      1,                  0.995,                0.76644,                0.89201,                0.35553,                  1.155,              0.0010894,              0.0010894,              0.0010894
                    212,                0.67746,                0.32235,                 1.0469,                0.98743,                      1,                  0.995,                0.77728,                0.87429,                0.33709,                 1.1319,              0.0010866,              0.0010866,              0.0010866
                    213,                 0.6771,                0.33863,                 1.0089,                 0.9865,                      1,                  0.995,                0.78703,                0.89587,                0.35449,                 1.1388,              0.0010839,              0.0010839,              0.0010839
                    214,                0.64759,                0.32306,                 1.0251,                0.98689,                      1,                  0.995,                0.78555,                0.84682,                0.33402,                 1.1205,              0.0010811,              0.0010811,              0.0010811
                    215,                0.67536,                0.32113,                 1.0124,                0.98692,                      1,                  0.995,                0.78435,                0.86103,                0.34055,                 1.1216,              0.0010784,              0.0010784,              0.0010784
                    216,                0.68777,                0.32794,                 1.0141,                 0.9886,                      1,                  0.995,                0.78183,                0.87533,                0.34106,                 1.1243,              0.0010756,              0.0010756,              0.0010756
                    217,                0.70353,                0.33422,                 1.0195,                0.98798,                      1,                  0.995,                0.76424,                0.91265,                 0.3308,                 1.1425,              0.0010729,              0.0010729,              0.0010729
                    218,                0.67381,                0.34037,                 1.0235,                0.98708,                      1,                  0.995,                0.74866,                 0.9421,                0.35114,                 1.1558,              0.0010701,              0.0010701,              0.0010701
                    219,                0.66312,                0.33992,                 1.0139,                0.98681,                      1,                  0.995,                0.73522,                0.93854,                0.34994,                 1.1673,              0.0010674,              0.0010674,              0.0010674
                    220,                0.65735,                0.32836,                 1.0285,                0.98691,                      1,                  0.995,                0.76063,                0.93404,                 0.3571,                 1.1833,              0.0010646,              0.0010646,              0.0010646
                    221,                0.64661,                0.31635,                 1.0119,                0.98721,                      1,                  0.995,                0.75498,                0.94092,                0.37249,                 1.1866,              0.0010619,              0.0010619,              0.0010619
                    222,                0.67074,                0.32342,                 1.0402,                 0.9864,                      1,                  0.995,                0.75729,                0.91206,                0.36587,                 1.1653,              0.0010591,              0.0010591,              0.0010591
                    223,                0.64319,                0.31401,                 1.0054,                0.98635,                      1,                  0.995,                0.77365,                0.91372,                0.35815,                 1.1602,              0.0010564,              0.0010564,              0.0010564
                    224,                0.65393,                0.32586,                 1.0099,                0.98568,                      1,                  0.995,                0.75277,                0.93608,                0.35859,                   1.18,              0.0010536,              0.0010536,              0.0010536
                    225,                0.64993,                0.32599,                 1.0095,                0.98449,                      1,                  0.995,                0.73786,                0.93602,                0.34093,                 1.1857,              0.0010509,              0.0010509,              0.0010509
                    226,                0.65362,                0.32188,                 1.0239,                0.98477,                      1,                  0.995,                0.73573,                0.95125,                0.35346,                 1.1989,              0.0010481,              0.0010481,              0.0010481
                    227,                0.67081,                0.32688,                 1.0108,                0.98571,                      1,                  0.995,                0.74475,                0.91481,                 0.3543,                 1.1766,              0.0010454,              0.0010454,              0.0010454
                    228,                0.67274,                0.32454,                 1.0125,                0.98435,                      1,                  0.995,                0.75979,                0.91836,                0.35514,                 1.1739,              0.0010426,              0.0010426,              0.0010426
                    229,                0.67005,                0.32768,                 1.0232,                0.98568,                      1,                  0.995,                0.76158,                 0.9018,                0.34063,                 1.1659,              0.0010399,              0.0010399,              0.0010399
                    230,                0.64802,                0.32161,                 1.0139,                 0.9863,                      1,                  0.995,                0.76462,                0.89657,                0.32753,                 1.1568,              0.0010371,              0.0010371,              0.0010371
                    231,                0.65017,                0.32086,                 1.0193,                0.98507,                      1,                  0.995,                0.78374,                0.90743,                0.31955,                  1.158,              0.0010344,              0.0010344,              0.0010344
                    232,                0.64197,                0.32091,                0.99794,                0.98771,                      1,                  0.995,                0.77019,                0.92081,                0.33783,                 1.1676,              0.0010316,              0.0010316,              0.0010316
                    233,                0.64164,                0.30856,                 1.0054,                0.98868,                      1,                  0.995,                0.76224,                0.90254,                 0.3491,                 1.1638,              0.0010289,              0.0010289,              0.0010289
                    234,                0.66541,                0.30722,                 1.0304,                0.98908,                      1,                  0.995,                 0.7634,                0.88536,                0.35118,                  1.157,              0.0010261,              0.0010261,              0.0010261
                    235,                0.65848,                 0.3103,                 1.0358,                0.98885,                      1,                  0.995,                0.75666,                0.90019,                0.35468,                 1.1595,              0.0010234,              0.0010234,              0.0010234
                    236,                0.65007,                 0.3085,                 1.0191,                0.98572,                      1,                  0.995,                0.76116,                0.89274,                0.34708,                 1.1487,              0.0010206,              0.0010206,              0.0010206
                    237,                0.65946,                0.33294,                 1.0259,                0.98518,                      1,                  0.995,                0.76705,                0.90894,                0.37108,                 1.1568,              0.0010179,              0.0010179,              0.0010179
                    238,                0.66393,                0.32118,                 1.0156,                0.98506,                      1,                  0.995,                0.75918,                0.91006,                 0.3553,                 1.1624,              0.0010151,              0.0010151,              0.0010151
                    239,                0.66788,                0.32153,                 1.0081,                0.98475,                      1,                  0.995,                0.77124,                0.90905,                 0.3512,                 1.1592,              0.0010124,              0.0010124,              0.0010124
                    240,                0.64722,                0.32571,                 1.0055,                0.98403,                      1,                  0.995,                0.75901,                0.89133,                0.33686,                 1.1494,              0.0010096,              0.0010096,              0.0010096
                    241,                0.68033,                0.31851,                 1.0205,                0.98566,                      1,                  0.995,                0.74092,                0.92724,                0.34027,                 1.1604,              0.0010069,              0.0010069,              0.0010069
                    242,                0.65875,                0.31243,                 1.0136,                0.98567,                      1,                  0.995,                0.73626,                  0.938,                0.35408,                 1.1649,              0.0010041,              0.0010041,              0.0010041
                    243,                0.66819,                0.32302,                 1.0179,                0.98541,                      1,                  0.995,                0.76076,                0.91806,                0.35603,                 1.1579,              0.0010014,              0.0010014,              0.0010014
                    244,                0.65838,                0.30414,                  1.027,                0.98699,                      1,                  0.995,                0.77323,                0.93723,                0.35795,                 1.1626,             0.00099862,             0.00099862,             0.00099862
                    245,                0.64604,                0.31187,                 1.0211,                0.98689,                      1,                  0.995,                0.75998,                 0.9149,                   0.36,                 1.1458,             0.00099587,             0.00099587,             0.00099587
                    246,                0.65412,                0.31179,                 1.0156,                0.98767,                      1,                  0.995,                0.77917,                0.90467,                0.34805,                 1.1488,             0.00099312,             0.00099312,             0.00099312
                    247,                0.66467,                0.32502,                 1.0414,                0.98768,                      1,                  0.995,                0.78755,                0.92483,                0.35831,                 1.1671,             0.00099036,             0.00099036,             0.00099036
                    248,                0.66459,                0.31245,                 1.0223,                0.98584,                      1,                  0.995,                0.76297,                0.87998,                0.34238,                 1.1421,             0.00098761,             0.00098761,             0.00098761
                    249,                0.66491,                0.31216,                 1.0179,                0.98698,                      1,                  0.995,                0.76773,                0.85739,                0.35328,                 1.1327,             0.00098486,             0.00098486,             0.00098486
                    250,                0.67214,                0.32531,                 1.0127,                0.98725,                      1,                  0.995,                0.73445,                0.89867,                0.34696,                 1.1412,             0.00098211,             0.00098211,             0.00098211
                    251,                0.68311,                0.32564,                 1.0399,                 0.9874,                      1,                  0.995,                0.74007,                0.89551,                0.34834,                 1.1573,             0.00097936,             0.00097936,             0.00097936
                    252,                0.66404,                0.31053,                 1.0091,                0.98629,                      1,                  0.995,                0.76986,                0.85543,                 0.3342,                 1.1333,             0.00097661,             0.00097661,             0.00097661
                    253,                0.66698,                0.32736,                 1.0309,                0.98694,                      1,                  0.995,                0.76615,                0.90964,                0.34619,                 1.1644,             0.00097386,             0.00097386,             0.00097386
                    254,                0.68281,                0.31769,                 1.0075,                0.98586,                      1,                  0.995,                0.77414,                  0.947,                0.37228,                 1.1989,             0.00097111,             0.00097111,             0.00097111
                    255,                0.67769,                0.32162,                 1.0133,                0.98563,                      1,                  0.995,                 0.7606,                0.96074,                 0.3577,                  1.199,             0.00096836,             0.00096836,             0.00096836
                    256,                 0.6714,                0.31729,                 1.0271,                0.98655,                      1,                  0.995,                0.76513,                0.91581,                0.32731,                 1.1493,             0.00096561,             0.00096561,             0.00096561
                    257,                0.66795,                0.31284,                 1.0257,                0.98677,                      1,                  0.995,                0.78358,                0.88576,                0.33516,                 1.1284,             0.00096286,             0.00096286,             0.00096286
