epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1021.99,0.56094,0.33542,0.87327,0.99029,0.96667,0.98131,0.82891,0.75256,0.30993,0.97613,0.00116915,0.00116915,0.00116915
183,1027.74,0.60444,0.3673,0.8754,0.98677,0.96667,0.98035,0.83601,0.71178,0.33328,0.9665,0.0011664,0.0011664,0.0011664
184,1033.63,0.61573,0.35711,0.88159,0.99379,0.96667,0.97911,0.82138,0.74693,0.31047,0.97287,0.00116365,0.00116365,0.00116365
185,1038.77,0.57152,0.32945,0.86143,0.99424,0.96667,0.97714,0.82588,0.74172,0.31943,0.99211,0.0011609,0.0011609,0.0011609
186,1044.22,0.5793,0.32805,0.85935,0.99265,0.96667,0.974,0.81096,0.75309,0.3169,1.00828,0.00115815,0.00115815,0.00115815
187,1049.81,0.58303,0.3328,0.87578,0.98962,0.96667,0.97504,0.81637,0.76758,0.31902,1.00917,0.0011554,0.0011554,0.0011554
188,1055.57,0.57683,0.32997,0.86244,0.98817,0.96667,0.97544,0.81443,0.76062,0.33024,0.99238,0.00115265,0.00115265,0.00115265
189,1061.13,0.5808,0.34536,0.85968,0.9927,0.96667,0.97565,0.82806,0.76687,0.30983,0.99335,0.0011499,0.0011499,0.0011499
190,1066.83,0.6049,0.35819,0.87812,0.99414,0.96667,0.97114,0.77565,0.78118,0.33373,0.99952,0.00114715,0.00114715,0.00114715
191,1072.51,0.58028,0.34626,0.86412,0.99537,0.96667,0.97033,0.76991,0.80823,0.32686,1.01411,0.0011444,0.0011444,0.0011444
192,1078.21,0.575,0.33343,0.85533,0.99361,0.96667,0.97196,0.80455,0.75568,0.30415,1.00592,0.00114164,0.00114164,0.00114164
193,1083.89,0.55488,0.32364,0.8474,0.99452,0.96667,0.971,0.80421,0.7745,0.29841,1.00322,0.00113889,0.00113889,0.00113889
194,1089.29,0.58841,0.34335,0.86643,0.9954,0.96667,0.97257,0.7851,0.81654,0.31827,1.01345,0.00113614,0.00113614,0.00113614
195,1094.72,0.55428,0.31677,0.86788,0.9946,0.96667,0.97504,0.80897,0.79702,0.30152,1.01371,0.00113339,0.00113339,0.00113339
196,1100.46,0.55754,0.31541,0.86847,0.99307,0.96667,0.9766,0.8067,0.77969,0.29861,1.0197,0.00113064,0.00113064,0.00113064
197,1106.1,0.5958,0.33178,0.86926,0.99259,0.96667,0.97485,0.80998,0.77998,0.33016,1.01503,0.00112789,0.00112789,0.00112789
198,1111.92,0.55146,0.32258,0.86235,0.98613,0.96667,0.97279,0.81527,0.72335,0.315,0.99733,0.00112514,0.00112514,0.00112514
199,1117.5,0.58154,0.33623,0.8659,0.99228,0.96667,0.97467,0.81301,0.71907,0.31903,1.00019,0.00112239,0.00112239,0.00112239
200,1123.12,0.5582,0.33044,0.86416,0.99522,0.96667,0.97838,0.83643,0.74637,0.33112,0.99778,0.00111964,0.00111964,0.00111964
201,1129.04,0.55574,0.31447,0.85658,0.99604,0.96667,0.97773,0.83064,0.73476,0.31311,0.99201,0.00111689,0.00111689,0.00111689
202,1134.52,0.56765,0.33602,0.86044,0.99565,0.96667,0.97773,0.83425,0.72127,0.29755,0.98203,0.00111414,0.00111414,0.00111414
203,1140.05,0.55602,0.3211,0.86933,0.9941,0.96667,0.97773,0.8333,0.75909,0.32335,0.98731,0.00111139,0.00111139,0.00111139
204,1145.71,0.57406,0.33305,0.86328,0.99321,0.96667,0.97874,0.82839,0.73094,0.31663,0.99074,0.00110864,0.00110864,0.00110864
205,1151.25,0.55049,0.31607,0.86088,0.99497,0.96667,0.97773,0.81121,0.74592,0.31318,0.98571,0.00110589,0.00110589,0.00110589
206,1156.68,0.56453,0.3269,0.86322,0.99702,0.96667,0.97874,0.8214,0.76783,0.33006,0.9971,0.00110314,0.00110314,0.00110314
207,1162.27,0.57519,0.33427,0.86151,0.9972,0.96667,0.97911,0.81886,0.75501,0.30183,0.98721,0.00110039,0.00110039,0.00110039
208,1167.95,0.56763,0.31774,0.85798,0.99728,0.96667,0.97991,0.80908,0.77032,0.3126,0.98355,0.00109764,0.00109764,0.00109764
209,1173.23,0.58778,0.33001,0.8757,0.99751,0.96667,0.97874,0.82468,0.72979,0.30376,0.96045,0.00109489,0.00109489,0.00109489
210,1178.86,0.58793,0.3336,0.86509,0.99706,0.96667,0.97686,0.80553,0.79248,0.31842,0.98369,0.00109214,0.00109214,0.00109214
211,1184.28,0.59566,0.32972,0.86299,0.99618,0.96667,0.97686,0.82378,0.71414,0.29104,0.96565,0.00108938,0.00108938,0.00108938
212,1189.86,0.58409,0.33346,0.87111,0.99689,0.96667,0.97544,0.80405,0.73441,0.3262,0.99005,0.00108663,0.00108663,0.00108663
213,1195.33,0.55741,0.32042,0.85334,0.99697,0.96667,0.97773,0.81537,0.74927,0.30524,0.9966,0.00108388,0.00108388,0.00108388
214,1200.73,0.52402,0.30584,0.84931,0.99559,0.96667,0.97773,0.81455,0.80813,0.33154,1.00713,0.00108113,0.00108113,0.00108113
215,1206.25,0.56824,0.32548,0.85842,0.99618,0.96667,0.97805,0.82917,0.76911,0.30824,0.99134,0.00107838,0.00107838,0.00107838
216,1211.92,0.56834,0.32687,0.85793,0.99728,0.96667,0.97196,0.78647,0.74909,0.33135,0.97117,0.00107563,0.00107563,0.00107563
217,1217.7,0.57663,0.3292,0.86435,0.99717,0.96667,0.97007,0.78735,0.74131,0.31033,0.97881,0.00107288,0.00107288,0.00107288
218,1223.67,0.55548,0.32405,0.86524,0.99646,0.96667,0.96918,0.79982,0.74842,0.30459,0.98256,0.00107013,0.00107013,0.00107013
219,1229.32,0.5262,0.3023,0.84739,0.9952,0.96667,0.97093,0.7875,0.79227,0.31601,0.98759,0.00106738,0.00106738,0.00106738
220,1234.6,0.54938,0.32061,0.85403,0.99351,0.96667,0.97291,0.80889,0.75988,0.30492,0.98345,0.00106463,0.00106463,0.00106463
221,1239.92,0.5477,0.3163,0.84913,0.99282,0.96667,0.97449,0.81116,0.76518,0.30313,0.99301,0.00106188,0.00106188,0.00106188
222,1245.3,0.56806,0.32111,0.85654,0.99357,0.96667,0.97467,0.82891,0.72827,0.30063,0.97421,0.00105913,0.00105913,0.00105913
223,1250.73,0.54798,0.31269,0.84797,0.99227,0.96667,0.974,0.79837,0.7739,0.31852,0.99453,0.00105638,0.00105638,0.00105638
224,1256.23,0.59266,0.33151,0.862,0.99704,0.96667,0.97544,0.80026,0.79042,0.33426,0.9852,0.00105363,0.00105363,0.00105363
225,1261.79,0.57127,0.32543,0.86955,0.99777,0.96667,0.97524,0.81315,0.75854,0.30141,1.00251,0.00105088,0.00105088,0.00105088
226,1267.48,0.5607,0.3239,0.86938,0.99753,0.96667,0.97449,0.78429,0.84727,0.31986,1.01468,0.00104813,0.00104813,0.00104813
227,1273.07,0.55204,0.31456,0.86614,0.99642,0.96667,0.97121,0.81446,0.79713,0.31126,1.00281,0.00104538,0.00104538,0.00104538
228,1278.63,0.55329,0.32391,0.86446,0.99544,0.96667,0.96884,0.78408,0.78561,0.31383,0.99898,0.00104263,0.00104263,0.00104263
229,1283.95,0.55856,0.32235,0.87006,0.99677,0.96667,0.96997,0.78866,0.82017,0.33657,0.99261,0.00103987,0.00103987,0.00103987
230,1289.24,0.54642,0.31466,0.85685,0.99581,0.96667,0.97356,0.80648,0.77047,0.31544,0.99749,0.00103712,0.00103712,0.00103712
231,1294.69,0.59767,0.33059,0.86485,0.99029,0.96667,0.97449,0.80806,0.78551,0.32712,0.99122,0.00103437,0.00103437,0.00103437
232,1300.22,0.53456,0.31512,0.86603,0.99056,0.96667,0.974,0.81696,0.75164,0.31972,0.98389,0.00103162,0.00103162,0.00103162
233,1305.71,0.5601,0.32815,0.85476,0.98735,0.96667,0.97485,0.8149,0.75982,0.34418,0.98108,0.00102887,0.00102887,0.00102887
234,1311.3,0.54851,0.327,0.86026,0.97526,0.96667,0.97686,0.82494,0.7553,0.35559,0.9836,0.00102612,0.00102612,0.00102612
235,1316.73,0.54255,0.30968,0.85552,0.98063,0.96667,0.98082,0.81988,0.7777,0.3469,0.98075,0.00102337,0.00102337,0.00102337
236,1322.29,0.53218,0.31499,0.84958,0.98871,0.96667,0.97991,0.81042,0.79255,0.33341,0.99635,0.00102062,0.00102062,0.00102062
