epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,860.288,0.38659,0.24851,0.81625,0.99823,1,0.995,0.82549,0.82766,0.3147,1.02461,0.00391178,0.00130393,0.00391178,0.00130393,0.00391178,0.00130393,0.00391178,0.00130393
134,866.184,0.39757,0.24905,0.82033,0.99824,1,0.995,0.82439,0.84461,0.31514,1.02487,0.00390353,0.00130118,0.00390353,0.00130118,0.00390353,0.00130118,0.00390353,0.00130118
135,872.014,0.39767,0.25179,0.82056,0.99807,1,0.995,0.82649,0.84247,0.31539,1.01848,0.00389528,0.00129843,0.00389528,0.00129843,0.00389528,0.00129843,0.00389528,0.00129843
136,878.69,0.39839,0.25238,0.81722,0.99791,1,0.995,0.8338,0.84459,0.30796,1.01366,0.00388703,0.00129568,0.00388703,0.00129568,0.00388703,0.00129568,0.00388703,0.00129568
137,884.485,0.39769,0.25667,0.823,0.99804,1,0.995,0.8387,0.84005,0.29582,1.01576,0.00387878,0.00129293,0.00387878,0.00129293,0.00387878,0.00129293,0.00387878,0.00129293
138,890.407,0.39229,0.25176,0.82012,0.99813,1,0.995,0.82835,0.84297,0.28376,1.01108,0.00387052,0.00129017,0.00387052,0.00129017,0.00387052,0.00129017,0.00387052,0.00129017
139,896.381,0.38788,0.24309,0.83123,0.99816,1,0.995,0.82633,0.83868,0.2909,1.00924,0.00386227,0.00128742,0.00386227,0.00128742,0.00386227,0.00128742,0.00386227,0.00128742
140,902.902,0.37181,0.24253,0.81331,0.99817,1,0.995,0.82228,0.84403,0.30344,1.01573,0.00385402,0.00128467,0.00385402,0.00128467,0.00385402,0.00128467,0.00385402,0.00128467
141,908.627,0.39489,0.25134,0.82987,0.99824,1,0.995,0.80655,0.83087,0.29348,1.01385,0.00384577,0.00128192,0.00384577,0.00128192,0.00384577,0.00128192,0.00384577,0.00128192
142,914.722,0.39878,0.2504,0.82712,0.99824,1,0.995,0.81631,0.82171,0.30171,1.01576,0.00383752,0.00127917,0.00383752,0.00127917,0.00383752,0.00127917,0.00383752,0.00127917
143,921.035,0.39884,0.25607,0.81274,0.99819,1,0.995,0.82309,0.82996,0.28855,1.01668,0.00382927,0.00127642,0.00382927,0.00127642,0.00382927,0.00127642,0.00382927,0.00127642
144,927.688,0.41922,0.25388,0.83262,0.99818,1,0.995,0.83082,0.84314,0.29963,1.02222,0.00382101,0.00127367,0.00382101,0.00127367,0.00382101,0.00127367,0.00382101,0.00127367
145,933.736,0.38549,0.24844,0.82481,1,1,0.995,0.82297,0.84544,0.29714,1.01717,0.00381276,0.00127092,0.00381276,0.00127092,0.00381276,0.00127092,0.00381276,0.00127092
146,940.027,0.39374,0.25474,0.83181,1,1,0.995,0.83255,0.83823,0.29009,1.00765,0.00380451,0.00126817,0.00380451,0.00126817,0.00380451,0.00126817,0.00380451,0.00126817
147,946.18,0.40916,0.25871,0.83273,0.99819,1,0.995,0.85233,0.82586,0.29029,0.99854,0.00379626,0.00126542,0.00379626,0.00126542,0.00379626,0.00126542,0.00379626,0.00126542
148,953.347,0.3947,0.24922,0.8303,0.99822,1,0.995,0.8311,0.85004,0.29139,1.00868,0.00378801,0.00126267,0.00378801,0.00126267,0.00378801,0.00126267,0.00378801,0.00126267
149,959.404,0.38566,0.23934,0.82104,0.99829,1,0.995,0.82281,0.86894,0.29729,1.01072,0.00377976,0.00125992,0.00377976,0.00125992,0.00377976,0.00125992,0.00377976,0.00125992
150,965.782,0.38213,0.24233,0.81698,0.9982,1,0.995,0.82868,0.87497,0.30002,1.01264,0.0037715,0.00125717,0.0037715,0.00125717,0.0037715,0.00125717,0.0037715,0.00125717
151,971.54,0.36562,0.23649,0.82027,0.99822,1,0.995,0.82546,0.85859,0.29443,1.00529,0.00376325,0.00125442,0.00376325,0.00125442,0.00376325,0.00125442,0.00376325,0.00125442
152,978.301,0.39109,0.24332,0.82547,0.99819,1,0.995,0.83031,0.84365,0.30943,0.99503,0.003755,0.00125167,0.003755,0.00125167,0.003755,0.00125167,0.003755,0.00125167
153,984.295,0.37984,0.24601,0.81648,0.99821,1,0.995,0.81832,0.85382,0.31603,1.00348,0.00374675,0.00124892,0.00374675,0.00124892,0.00374675,0.00124892,0.00374675,0.00124892
154,989.931,0.39078,0.25516,0.83046,0.99817,1,0.995,0.82585,0.87168,0.29109,1.01585,0.0037385,0.00124617,0.0037385,0.00124617,0.0037385,0.00124617,0.0037385,0.00124617
155,995.98,0.37306,0.2395,0.81839,0.99814,1,0.995,0.83795,0.86189,0.30047,1.00899,0.00373025,0.00124342,0.00373025,0.00124342,0.00373025,0.00124342,0.00373025,0.00124342
156,1002.53,0.36338,0.2388,0.81258,0.99815,1,0.995,0.81626,0.86063,0.30203,1.00957,0.00372199,0.00124066,0.00372199,0.00124066,0.00372199,0.00124066,0.00372199,0.00124066
157,1008.51,0.37263,0.24108,0.81808,0.99815,1,0.995,0.81448,0.8689,0.30267,1.02211,0.00371374,0.00123791,0.00371374,0.00123791,0.00371374,0.00123791,0.00371374,0.00123791
158,1014.58,0.37917,0.24744,0.82285,0.99817,1,0.995,0.80419,0.86666,0.29411,1.02027,0.00370549,0.00123516,0.00370549,0.00123516,0.00370549,0.00123516,0.00370549,0.00123516
159,1020.73,0.3655,0.23991,0.81347,0.99818,1,0.995,0.80182,0.87728,0.30418,1.02259,0.00369724,0.00123241,0.00369724,0.00123241,0.00369724,0.00123241,0.00369724,0.00123241
160,1027.23,0.36689,0.23933,0.82406,0.99815,1,0.995,0.82222,0.84687,0.29961,1.01595,0.00368899,0.00122966,0.00368899,0.00122966,0.00368899,0.00122966,0.00368899,0.00122966
161,1033.15,0.37065,0.24067,0.82993,0.99815,1,0.995,0.82679,0.85595,0.30816,1.0225,0.00368074,0.00122691,0.00368074,0.00122691,0.00368074,0.00122691,0.00368074,0.00122691
162,1039.12,0.38856,0.24755,0.82985,0.99815,1,0.995,0.82842,0.84902,0.30529,1.02066,0.00367248,0.00122416,0.00367248,0.00122416,0.00367248,0.00122416,0.00367248,0.00122416
163,1045.15,0.3996,0.25317,0.82984,0.9981,1,0.995,0.84041,0.86467,0.29475,1.02418,0.00366423,0.00122141,0.00366423,0.00122141,0.00366423,0.00122141,0.00366423,0.00122141
164,1051.58,0.36243,0.23651,0.80972,0.99811,1,0.995,0.83051,0.87423,0.29537,1.03136,0.00365598,0.00121866,0.00365598,0.00121866,0.00365598,0.00121866,0.00365598,0.00121866
165,1057.51,0.37212,0.24146,0.81656,0.9981,1,0.995,0.81766,0.86387,0.30817,1.02321,0.00364773,0.00121591,0.00364773,0.00121591,0.00364773,0.00121591,0.00364773,0.00121591
166,1063.6,0.37389,0.23936,0.82018,0.99814,1,0.995,0.82573,0.86308,0.30401,1.02361,0.00363948,0.00121316,0.00363948,0.00121316,0.00363948,0.00121316,0.00363948,0.00121316
167,1069.43,0.3861,0.24787,0.82569,0.9982,1,0.995,0.82248,0.83874,0.31399,1.02277,0.00363123,0.00121041,0.00363123,0.00121041,0.00363123,0.00121041,0.00363123,0.00121041
168,1076.08,0.37515,0.24559,0.83831,0.99821,1,0.995,0.81895,0.84625,0.32335,1.02578,0.00362297,0.00120766,0.00362297,0.00120766,0.00362297,0.00120766,0.00362297,0.00120766
169,1082.12,0.34864,0.23133,0.82218,0.9982,1,0.995,0.81586,0.84845,0.31317,1.02311,0.00361472,0.00120491,0.00361472,0.00120491,0.00361472,0.00120491,0.00361472,0.00120491
170,1088.17,0.36717,0.23498,0.82459,0.99826,1,0.995,0.80858,0.85206,0.31506,1.017,0.00360647,0.00120216,0.00360647,0.00120216,0.00360647,0.00120216,0.00360647,0.00120216
171,1094.42,0.36163,0.24193,0.81659,0.99829,1,0.995,0.80299,0.87952,0.30959,1.02844,0.00359822,0.00119941,0.00359822,0.00119941,0.00359822,0.00119941,0.00359822,0.00119941
172,1101.04,0.36906,0.24341,0.82446,0.99838,1,0.995,0.79973,0.88192,0.31089,1.02678,0.00358997,0.00119666,0.00358997,0.00119666,0.00358997,0.00119666,0.00358997,0.00119666
173,1105.34,0.3585,0.23849,0.81663,0.99839,1,0.995,0.80489,0.85816,0.29672,1.01905,0.00358172,0.00119391,0.00358172,0.00119391,0.00358172,0.00119391,0.00358172,0.00119391
174,1113.45,0.3562,0.2313,0.80543,0.99828,1,0.995,0.8119,0.84509,0.29974,1.01261,0.00357346,0.00119115,0.00357346,0.00119115,0.00357346,0.00119115,0.00357346,0.00119115
175,1119.67,0.36635,0.22925,0.82087,0.99825,1,0.995,0.82272,0.82961,0.2981,1.0032,0.00356521,0.0011884,0.00356521,0.0011884,0.00356521,0.0011884,0.00356521,0.0011884
176,1126.09,0.38353,0.24372,0.8261,0.99827,1,0.995,0.83261,0.83906,0.31146,1.01,0.00355696,0.00118565,0.00355696,0.00118565,0.00355696,0.00118565,0.00355696,0.00118565
177,1131.98,0.3486,0.22978,0.80241,0.99827,1,0.995,0.82322,0.86832,0.3139,1.02237,0.00354871,0.0011829,0.00354871,0.0011829,0.00354871,0.0011829,0.00354871,0.0011829
178,1137.94,0.36925,0.23733,0.81677,0.99822,1,0.995,0.82184,0.86942,0.31033,1.02649,0.00354046,0.00118015,0.00354046,0.00118015,0.00354046,0.00118015,0.00354046,0.00118015
179,1144.05,0.37677,0.24016,0.81682,0.99819,1,0.995,0.83988,0.83938,0.30293,1.01602,0.00353221,0.0011774,0.00353221,0.0011774,0.00353221,0.0011774,0.00353221,0.0011774
180,1150.61,0.35052,0.23386,0.81523,0.99819,1,0.995,0.82651,0.82812,0.30139,1.01532,0.00352395,0.00117465,0.00352395,0.00117465,0.00352395,0.00117465,0.00352395,0.00117465
181,1156.89,0.35369,0.22891,0.81188,0.99826,1,0.995,0.84221,0.79294,0.28596,1.00498,0.0035157,0.0011719,0.0035157,0.0011719,0.0035157,0.0011719,0.0035157,0.0011719
182,1162.76,0.35789,0.22949,0.81399,0.99824,1,0.995,0.8421,0.79763,0.27797,1.00369,0.00350745,0.00116915,0.00350745,0.00116915,0.00350745,0.00116915,0.00350745,0.00116915
183,1168.47,0.37489,0.23481,0.82174,0.99824,1,0.995,0.84684,0.80312,0.27451,1.00579,0.0034992,0.0011664,0.0034992,0.0011664,0.0034992,0.0011664,0.0034992,0.0011664
184,1175.01,0.36031,0.22874,0.82209,0.9982,1,0.995,0.84814,0.79601,0.27715,1.00053,0.00349095,0.00116365,0.00349095,0.00116365,0.00349095,0.00116365,0.00349095,0.00116365
185,1181.06,0.33974,0.22356,0.81613,0.99813,1,0.995,0.83759,0.82945,0.27303,1.01483,0.0034827,0.0011609,0.0034827,0.0011609,0.0034827,0.0011609,0.0034827,0.0011609
186,1187.28,0.34415,0.22107,0.80257,0.99814,1,0.995,0.83172,0.85612,0.27878,1.02177,0.00347444,0.00115815,0.00347444,0.00115815,0.00347444,0.00115815,0.00347444,0.00115815
187,1193.27,0.35541,0.21735,0.81258,0.99815,1,0.995,0.83334,0.85073,0.30705,1.02122,0.00346619,0.0011554,0.00346619,0.0011554,0.00346619,0.0011554,0.00346619,0.0011554
188,1200.09,0.35325,0.23098,0.8105,0.99819,1,0.995,0.83061,0.82136,0.28973,1.01279,0.00345794,0.00115265,0.00345794,0.00115265,0.00345794,0.00115265,0.00345794,0.00115265
189,1206.19,0.35265,0.22805,0.80832,0.99819,1,0.995,0.82609,0.81701,0.27354,1.01629,0.00344969,0.0011499,0.00344969,0.0011499,0.00344969,0.0011499,0.00344969,0.0011499
190,1212.38,0.35753,0.23029,0.82047,0.99824,1,0.995,0.83109,0.82639,0.28983,1.02119,0.00344144,0.00114715,0.00344144,0.00114715,0.00344144,0.00114715,0.00344144,0.00114715
191,1218.37,0.34003,0.22089,0.81916,0.99825,1,0.995,0.83493,0.8369,0.28662,1.03251,0.00343319,0.0011444,0.00343319,0.0011444,0.00343319,0.0011444,0.00343319,0.0011444
192,1224.73,0.36907,0.24218,0.8164,0.99819,1,0.995,0.82875,0.86107,0.32069,1.0483,0.00342493,0.00114164,0.00342493,0.00114164,0.00342493,0.00114164,0.00342493,0.00114164
193,1230.62,0.36548,0.23702,0.8157,0.99824,1,0.995,0.82533,0.85351,0.33344,1.04811,0.00341668,0.00113889,0.00341668,0.00113889,0.00341668,0.00113889,0.00341668,0.00113889
194,1236.53,0.35273,0.22949,0.81651,0.99826,1,0.995,0.82439,0.86219,0.31786,1.04634,0.00340843,0.00113614,0.00340843,0.00113614,0.00340843,0.00113614,0.00340843,0.00113614
195,1242.67,0.35531,0.2268,0.81831,0.99822,1,0.995,0.81922,0.87338,0.33491,1.04463,0.00340018,0.00113339,0.00340018,0.00113339,0.00340018,0.00113339,0.00340018,0.00113339
196,1249.38,0.35161,0.22092,0.80837,0.99819,1,0.995,0.82223,0.86086,0.2882,1.04657,0.00339193,0.00113064,0.00339193,0.00113064,0.00339193,0.00113064,0.00339193,0.00113064
197,1255.45,0.33978,0.22227,0.81433,0.99819,1,0.995,0.81736,0.87443,0.30317,1.04396,0.00338368,0.00112789,0.00338368,0.00112789,0.00338368,0.00112789,0.00338368,0.00112789
198,1261.5,0.34929,0.22647,0.81909,0.99815,1,0.995,0.81427,0.86298,0.32549,1.03914,0.00337542,0.00112514,0.00337542,0.00112514,0.00337542,0.00112514,0.00337542,0.00112514
199,1267.58,0.3493,0.22738,0.80508,0.99797,1,0.995,0.81213,0.85233,0.31641,1.03664,0.00336717,0.00112239,0.00336717,0.00112239,0.00336717,0.00112239,0.00336717,0.00112239
200,1274.1,0.35399,0.22426,0.81989,0.99812,1,0.995,0.82503,0.84795,0.31326,1.03565,0.00335892,0.00111964,0.00335892,0.00111964,0.00335892,0.00111964,0.00335892,0.00111964
201,1280.02,0.33125,0.21753,0.81386,0.99808,1,0.995,0.82845,0.85715,0.3183,1.0328,0.00335067,0.00111689,0.00335067,0.00111689,0.00335067,0.00111689,0.00335067,0.00111689
202,1285.97,0.33705,0.22368,0.81637,0.9981,1,0.995,0.82753,0.86979,0.31284,1.0374,0.00334242,0.00111414,0.00334242,0.00111414,0.00334242,0.00111414,0.00334242,0.00111414
203,1292,0.35935,0.22435,0.80897,0.99818,1,0.995,0.83288,0.86629,0.30487,1.03249,0.00333417,0.00111139,0.00333417,0.00111139,0.00333417,0.00111139,0.00333417,0.00111139
204,1298.25,0.35144,0.22606,0.81595,0.99808,1,0.995,0.82093,0.87702,0.30827,1.03625,0.00332592,0.00110864,0.00332592,0.00110864,0.00332592,0.00110864,0.00332592,0.00110864
205,1304.51,0.34159,0.22359,0.82002,0.99818,1,0.995,0.82427,0.87417,0.31907,1.03906,0.00331766,0.00110589,0.00331766,0.00110589,0.00331766,0.00110589,0.00331766,0.00110589
206,1310.49,0.35028,0.22476,0.81995,0.99825,1,0.995,0.81978,0.86333,0.32425,1.03907,0.00330941,0.00110314,0.00330941,0.00110314,0.00330941,0.00110314,0.00330941,0.00110314
207,1316.28,0.36764,0.23015,0.81487,0.99825,1,0.995,0.82176,0.85152,0.30218,1.02538,0.00330116,0.00110039,0.00330116,0.00110039,0.00330116,0.00110039,0.00330116,0.00110039
208,1322.95,0.34749,0.21928,0.81732,0.99823,1,0.995,0.84126,0.82637,0.28618,1.01677,0.00329291,0.00109764,0.00329291,0.00109764,0.00329291,0.00109764,0.00329291,0.00109764
209,1328.8,0.33951,0.2161,0.8095,0.99825,1,0.995,0.83715,0.82917,0.28884,1.01954,0.00328466,0.00109489,0.00328466,0.00109489,0.00328466,0.00109489,0.00328466,0.00109489
210,1334.67,0.32292,0.21136,0.79973,0.99822,1,0.995,0.82157,0.83486,0.29082,1.01929,0.00327641,0.00109214,0.00327641,0.00109214,0.00327641,0.00109214,0.00327641,0.00109214
211,1340.48,0.35617,0.22578,0.80828,0.99817,1,0.995,0.83189,0.83909,0.30798,1.01605,0.00326815,0.00108938,0.00326815,0.00108938,0.00326815,0.00108938,0.00326815,0.00108938
212,1346.81,0.33044,0.21379,0.82025,0.9982,1,0.995,0.81674,0.85073,0.31269,1.02359,0.0032599,0.00108663,0.0032599,0.00108663,0.0032599,0.00108663,0.0032599,0.00108663
213,1352.75,0.34079,0.22256,0.81179,0.99819,1,0.995,0.82479,0.856,0.30855,1.02558,0.00325165,0.00108388,0.00325165,0.00108388,0.00325165,0.00108388,0.00325165,0.00108388
214,1358.84,0.33479,0.21623,0.80265,0.99822,1,0.995,0.83187,0.86468,0.31304,1.02545,0.0032434,0.00108113,0.0032434,0.00108113,0.0032434,0.00108113,0.0032434,0.00108113
215,1364.9,0.34031,0.22186,0.81943,0.99819,1,0.995,0.83144,0.87848,0.30402,1.03023,0.00323515,0.00107838,0.00323515,0.00107838,0.00323515,0.00107838,0.00323515,0.00107838
216,1371.52,0.33189,0.2167,0.81366,0.99821,1,0.995,0.83526,0.85865,0.29942,1.02464,0.0032269,0.00107563,0.0032269,0.00107563,0.0032269,0.00107563,0.0032269,0.00107563
217,1377.6,0.33551,0.22033,0.81109,0.99823,1,0.995,0.82238,0.85556,0.29435,1.02089,0.00321864,0.00107288,0.00321864,0.00107288,0.00321864,0.00107288,0.00321864,0.00107288
218,1383.65,0.33294,0.21404,0.79566,0.99821,1,0.995,0.82608,0.84989,0.30148,1.02063,0.00321039,0.00107013,0.00321039,0.00107013,0.00321039,0.00107013,0.00321039,0.00107013
219,1389.38,0.33608,0.22697,0.82122,0.99818,1,0.995,0.82198,0.83344,0.29362,1.01233,0.00320214,0.00106738,0.00320214,0.00106738,0.00320214,0.00106738,0.00320214,0.00106738
220,1395.91,0.33394,0.21499,0.81333,0.99819,1,0.995,0.81242,0.85273,0.29688,1.02678,0.00319389,0.00106463,0.00319389,0.00106463,0.00319389,0.00106463,0.00319389,0.00106463
221,1401.74,0.35846,0.23269,0.82604,1,1,0.995,0.81668,0.86318,0.29553,1.03172,0.00318564,0.00106188,0.00318564,0.00106188,0.00318564,0.00106188,0.00318564,0.00106188
222,1407.62,0.32882,0.21724,0.79955,0.99819,1,0.995,0.82249,0.87246,0.29578,1.03877,0.00317739,0.00105913,0.00317739,0.00105913,0.00317739,0.00105913,0.00317739,0.00105913
223,1413.72,0.31194,0.20854,0.80233,0.9982,1,0.995,0.82859,0.86602,0.29458,1.03949,0.00316913,0.00105638,0.00316913,0.00105638,0.00316913,0.00105638,0.00316913,0.00105638
224,1420.44,0.33871,0.22381,0.81624,0.99822,1,0.995,0.81899,0.87758,0.29235,1.04013,0.00316088,0.00105363,0.00316088,0.00105363,0.00316088,0.00105363,0.00316088,0.00105363
225,1426.18,0.3205,0.21616,0.81179,0.99814,1,0.995,0.81875,0.86324,0.29416,1.03683,0.00315263,0.00105088,0.00315263,0.00105088,0.00315263,0.00105088,0.00315263,0.00105088
226,1432.06,0.31947,0.21407,0.80488,0.99819,1,0.995,0.82742,0.84683,0.28543,1.03175,0.00314438,0.00104813,0.00314438,0.00104813,0.00314438,0.00104813,0.00314438,0.00104813
227,1437.9,0.33016,0.21958,0.80723,0.99823,1,0.995,0.8321,0.85266,0.2937,1.03149,0.00313613,0.00104538,0.00313613,0.00104538,0.00313613,0.00104538,0.00313613,0.00104538
228,1444.03,0.33193,0.20839,0.81111,0.99823,1,0.995,0.83185,0.84808,0.27484,1.02348,0.00312788,0.00104263,0.00312788,0.00104263,0.00312788,0.00104263,0.00312788,0.00104263
229,1449.94,0.32289,0.2112,0.80311,0.99816,1,0.995,0.81928,0.85211,0.28287,1.0222,0.00311962,0.00103987,0.00311962,0.00103987,0.00311962,0.00103987,0.00311962,0.00103987
230,1455.92,0.33119,0.21762,0.81554,0.99817,1,0.995,0.82628,0.84378,0.28131,1.01793,0.00311137,0.00103712,0.00311137,0.00103712,0.00311137,0.00103712,0.00311137,0.00103712
231,1461.95,0.32143,0.21344,0.80784,0.99822,1,0.995,0.83735,0.83045,0.27617,1.01367,0.00310312,0.00103437,0.00310312,0.00103437,0.00310312,0.00103437,0.00310312,0.00103437
232,1468.49,0.32847,0.21225,0.80721,0.99821,1,0.995,0.84157,0.83174,0.27503,1.01247,0.00309487,0.00103162,0.00309487,0.00103162,0.00309487,0.00103162,0.00309487,0.00103162
233,1474.29,0.32652,0.21558,0.81496,0.99823,1,0.995,0.84071,0.84175,0.28136,1.01754,0.00308662,0.00102887,0.00308662,0.00102887,0.00308662,0.00102887,0.00308662,0.00102887
234,1480.25,0.33897,0.21576,0.81056,0.99821,1,0.995,0.83525,0.86538,0.282,1.03936,0.00307837,0.00102612,0.00307837,0.00102612,0.00307837,0.00102612,0.00307837,0.00102612
235,1485.99,0.32443,0.21639,0.80974,0.99824,1,0.995,0.83648,0.85322,0.2962,1.03801,0.00307011,0.00102337,0.00307011,0.00102337,0.00307011,0.00102337,0.00307011,0.00102337
236,1492.5,0.31812,0.21296,0.80551,0.99827,1,0.995,0.83453,0.82163,0.30017,1.01944,0.00306186,0.00102062,0.00306186,0.00102062,0.00306186,0.00102062,0.00306186,0.00102062
237,1498.6,0.31868,0.21247,0.80718,0.99813,1,0.995,0.82544,0.83639,0.28764,1.0262,0.00305361,0.00101787,0.00305361,0.00101787,0.00305361,0.00101787,0.00305361,0.00101787
238,1504.56,0.33845,0.22111,0.81819,0.9975,1,0.995,0.81422,0.83576,0.28805,1.01905,0.00304536,0.00101512,0.00304536,0.00101512,0.00304536,0.00101512,0.00304536,0.00101512
239,1510.47,0.32509,0.20701,0.80284,0.99817,1,0.995,0.80611,0.83496,0.30785,1.00768,0.00303711,0.00101237,0.00303711,0.00101237,0.00303711,0.00101237,0.00303711,0.00101237
240,1516.8,0.32058,0.20683,0.81083,0.99814,1,0.995,0.8236,0.81373,0.31507,0.98996,0.00302886,0.00100962,0.00302886,0.00100962,0.00302886,0.00100962,0.00302886,0.00100962
241,1522.77,0.3438,0.2219,0.81145,0.99813,1,0.995,0.80628,0.81498,0.30254,0.98668,0.0030206,0.00100687,0.0030206,0.00100687,0.0030206,0.00100687,0.0030206,0.00100687
242,1528.67,0.32104,0.2155,0.80235,0.99814,1,0.995,0.8139,0.82529,0.289,0.9982,0.00301235,0.00100412,0.00301235,0.00100412,0.00301235,0.00100412,0.00301235,0.00100412
243,1534.67,0.32806,0.20876,0.81074,0.99805,1,0.995,0.80114,0.87231,0.29041,1.02741,0.0030041,0.00100137,0.0030041,0.00100137,0.0030041,0.00100137,0.0030041,0.00100137
244,1541.31,0.32454,0.20801,0.81248,0.99805,1,0.995,0.81297,0.87084,0.29342,1.0305,0.00299585,0.000998616,0.00299585,0.000998616,0.00299585,0.000998616,0.00299585,0.000998616
245,1547.3,0.3215,0.21377,0.80828,0.99786,1,0.995,0.81057,0.86982,0.30298,1.03093,0.0029876,0.000995866,0.0029876,0.000995866,0.0029876,0.000995866,0.0029876,0.000995866
246,1553.28,0.3223,0.20164,0.80556,0.99814,1,0.995,0.80769,0.85304,0.31557,1.01749,0.00297935,0.000993115,0.00297935,0.000993115,0.00297935,0.000993115,0.00297935,0.000993115
247,1559.4,0.33181,0.21556,0.80345,0.99807,1,0.995,0.81755,0.85103,0.31947,1.01209,0.00297109,0.000990365,0.00297109,0.000990365,0.00297109,0.000990365,0.00297109,0.000990365
