                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.59317,                0.35967,                 1.0664,                0.97835,                      1,                  0.995,                0.74632,                 0.8867,                0.42105,                 1.2628,             0.00045401,             0.00045401,             0.00045401
                    149,                0.56431,                0.36614,                 1.0732,                0.97852,                      1,                  0.995,                 0.7188,                0.92521,                0.43269,                 1.2863,             0.00044576,             0.00044576,             0.00044576
                    150,                0.60629,                0.36715,                 1.1022,                0.97755,                      1,                  0.995,                0.71158,                0.95498,                0.45104,                 1.3481,              0.0004375,              0.0004375,              0.0004375
                    151,                0.57871,                0.36452,                 1.0653,                0.97718,                      1,                  0.995,                0.71893,                0.96329,                0.46784,                 1.3682,             0.00042925,             0.00042925,             0.00042925
                    152,                 0.5783,                0.36641,                 1.0718,                0.97791,                      1,                  0.995,                0.76056,                0.95543,                0.46307,                 1.3729,               0.000421,               0.000421,               0.000421
                    153,                0.54934,                 0.3557,                 1.0546,                0.97911,                      1,                  0.995,                0.77392,                   0.94,                0.45824,                  1.354,             0.00041275,             0.00041275,             0.00041275
                    154,                0.56607,                0.35809,                 1.0787,                0.98002,                      1,                  0.995,                0.75292,                0.93652,                0.45333,                 1.3416,              0.0004045,              0.0004045,              0.0004045
                    155,                0.54752,                0.36352,                 1.0486,                0.98001,                      1,                  0.995,                0.74901,                 0.9273,                0.45383,                 1.3345,             0.00039625,             0.00039625,             0.00039625
                    156,                0.59164,                0.35319,                 1.0962,                0.98085,                      1,                  0.995,                0.75621,                0.87793,                 0.4124,                 1.2726,             0.00038799,             0.00038799,             0.00038799
                    157,                0.57277,                0.34469,                 1.0813,                0.98072,                      1,                  0.995,                0.75339,                0.86249,                0.39758,                 1.2533,             0.00037974,             0.00037974,             0.00037974
                    158,                0.58434,                0.33935,                 1.0707,                0.97939,                      1,                  0.995,                0.74997,                0.87721,                0.40407,                 1.2722,             0.00037149,             0.00037149,             0.00037149
                    159,                0.58896,                0.36187,                 1.0887,                0.97892,                      1,                  0.995,                0.76006,                0.88107,                0.40201,                 1.2781,             0.00036324,             0.00036324,             0.00036324
                    160,                0.56751,                0.34256,                 1.0605,                0.97862,                      1,                  0.995,                0.75107,                0.88371,                0.40114,                 1.2759,             0.00035499,             0.00035499,             0.00035499
                    161,                0.57729,                0.35859,                 1.0993,                0.97873,                      1,                  0.995,                0.75637,                 0.8926,                0.40866,                 1.2838,             0.00034674,             0.00034674,             0.00034674
                    162,                0.55411,                0.33641,                 1.0334,                0.97827,                      1,                  0.995,                0.77576,                0.90109,                0.41517,                 1.2917,             0.00033848,             0.00033848,             0.00033848
                    163,                0.56773,                 0.3483,                 1.0802,                0.97763,                      1,                  0.995,                0.77087,                 0.8995,                0.41702,                 1.2968,             0.00033023,             0.00033023,             0.00033023
                    164,                0.56598,                 0.3387,                 1.0673,                0.97786,                      1,                  0.995,                0.78291,                0.88688,                0.41021,                 1.2851,             0.00032198,             0.00032198,             0.00032198
                    165,                0.56534,                0.34772,                 1.0543,                0.97754,                      1,                  0.995,                0.78878,                0.88716,                0.42032,                 1.2827,             0.00031373,             0.00031373,             0.00031373
                    166,                0.55763,                0.34012,                  1.058,                0.97667,                      1,                  0.995,                0.79829,                0.88532,                0.41261,                 1.2727,             0.00030548,             0.00030548,             0.00030548
                    167,                0.59425,                0.35977,                 1.0724,                0.97653,                      1,                  0.995,                0.78062,                0.87771,                0.41148,                 1.2622,             0.00029723,             0.00029723,             0.00029723
                    168,                 0.5731,                 0.3509,                 1.0891,                0.97713,                      1,                  0.995,                0.77955,                0.86296,                0.40504,                 1.2558,             0.00028897,             0.00028897,             0.00028897
                    169,                0.54871,                0.35259,                 1.0789,                0.97713,                      1,                  0.995,                0.78495,                0.86221,                0.40134,                  1.257,             0.00028072,             0.00028072,             0.00028072
                    170,                0.55149,                0.33412,                 1.0687,                0.97648,                      1,                  0.995,                0.78965,                0.86111,                0.39626,                 1.2651,             0.00027247,             0.00027247,             0.00027247
                    171,                0.58867,                0.36419,                 1.1043,                0.97598,                      1,                  0.995,                0.79103,                0.85997,                0.39571,                 1.2682,             0.00026422,             0.00026422,             0.00026422
                    172,                0.57065,                 0.3409,                 1.0507,                0.99412,                      1,                  0.995,                 0.7916,                0.85103,                0.39882,                 1.2601,             0.00025597,             0.00025597,             0.00025597
                    173,                0.60515,                0.37498,                  1.112,                0.99403,                      1,                  0.995,                0.78067,                 0.8449,                0.40126,                 1.2555,             0.00024772,             0.00024772,             0.00024772
                    174,                0.57838,                0.33831,                 1.0667,                0.99392,                      1,                  0.995,                0.78826,                0.85253,                0.40811,                 1.2581,             0.00023946,             0.00023946,             0.00023946
                    175,                0.52307,                0.33763,                 1.0508,                0.99424,                      1,                  0.995,                0.77794,                0.85886,                0.41721,                 1.2577,             0.00023121,             0.00023121,             0.00023121
                    176,                0.55736,                0.34284,                 1.0698,                0.97801,                      1,                  0.995,                0.77077,                0.88477,                0.43036,                 1.2629,             0.00022296,             0.00022296,             0.00022296
                    177,                0.54012,                0.32228,                 1.0581,                0.97888,                      1,                  0.995,                0.76928,                0.88734,                0.43083,                 1.2638,             0.00021471,             0.00021471,             0.00021471
                    178,                0.56779,                0.35501,                 1.0819,                0.97913,                      1,                  0.995,                0.77868,                0.88938,                0.41862,                 1.2612,             0.00020646,             0.00020646,             0.00020646
                    179,                0.54121,                0.32952,                 1.0569,                0.97911,                      1,                  0.995,                0.78868,                0.88441,                0.42329,                 1.2621,             0.00019821,             0.00019821,             0.00019821
                    180,                0.56818,                0.33402,                 1.0562,                0.97867,                      1,                  0.995,                0.79225,                0.88241,                0.42581,                 1.2646,             0.00018995,             0.00018995,             0.00018995
                    181,                0.53234,                 0.3335,                 1.0518,                0.97843,                      1,                  0.995,                0.78478,                 0.8762,                0.41621,                 1.2655,              0.0001817,              0.0001817,              0.0001817
                    182,                0.54626,                0.33061,                 1.0419,                0.97857,                      1,                  0.995,                 0.7825,                0.85898,                0.41133,                 1.2547,             0.00017345,             0.00017345,             0.00017345
                    183,                0.58096,                0.34159,                 1.0816,                0.97816,                      1,                  0.995,                0.77677,                 0.8531,                0.41205,                 1.2536,              0.0001652,              0.0001652,              0.0001652
                    184,                0.53966,                0.32432,                 1.0454,                0.97775,                      1,                  0.995,                0.76924,                0.84735,                0.41435,                 1.2471,             0.00015695,             0.00015695,             0.00015695
                    185,                0.52837,                0.33585,                 1.0634,                 0.9778,                      1,                  0.995,                0.77688,                0.85322,                0.40565,                 1.2499,              0.0001487,              0.0001487,              0.0001487
                    186,                0.58679,                0.32609,                 1.0585,                0.97848,                      1,                  0.995,                0.79217,                0.85784,                 0.4001,                 1.2465,             0.00014044,             0.00014044,             0.00014044
                    187,                0.57679,                0.35677,                 1.0799,                0.97891,                      1,                  0.995,                0.79255,                0.85524,                0.40264,                 1.2429,             0.00013219,             0.00013219,             0.00013219
                    188,                0.54579,                0.32605,                 1.0498,                0.97959,                      1,                  0.995,                0.79209,                0.85437,                0.41136,                 1.2351,             0.00012394,             0.00012394,             0.00012394
                    189,                0.57228,                0.36641,                  1.076,                0.98012,                      1,                  0.995,                0.78984,                0.85462,                0.41039,                 1.2315,             0.00011569,             0.00011569,             0.00011569
                    190,                0.55315,                 0.3452,                 1.0765,                 0.9806,                      1,                  0.995,                0.78954,                0.86164,                0.40401,                 1.2357,             0.00010744,             0.00010744,             0.00010744
                    191,                0.65578,                0.39431,                 1.1422,                0.98055,                      1,                  0.995,                 0.7932,                 0.8597,                0.40506,                 1.2342,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.64501,                0.38568,                 1.1084,                0.98035,                      1,                  0.995,                0.78803,                0.86108,                0.39014,                 1.2386,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                 0.6478,                0.38435,                 1.1446,                0.98013,                      1,                  0.995,                0.78304,                0.86068,                0.38719,                  1.239,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.60802,                0.36253,                 1.0812,                0.97933,                      1,                  0.995,                0.77618,                0.86329,                0.37543,                 1.2394,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.64358,                0.38525,                 1.1206,                0.97938,                      1,                  0.995,                0.75455,                0.86709,                0.37676,                 1.2374,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.62685,                0.38599,                 1.1149,                0.97863,                      1,                  0.995,                0.77558,                0.85975,                0.37663,                  1.234,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.62612,                0.37241,                 1.1057,                0.97857,                      1,                  0.995,                0.76789,                0.85529,                0.37576,                 1.2332,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.61042,                0.36397,                 1.0944,                0.97902,                      1,                  0.995,                0.76297,                0.85614,                0.38237,                 1.2353,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.59268,                0.36926,                 1.1207,                  0.979,                      1,                  0.995,                0.76658,                0.85641,                  0.383,                  1.236,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.61044,                0.35451,                 1.1063,                0.97924,                      1,                  0.995,                0.76939,                 0.8522,                0.38134,                  1.235,             2.4922e-05,             2.4922e-05,             2.4922e-05
