                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                0.63857,                 0.4126,                 1.1166,                0.92858,                   0.95,                0.92179,                0.71341,                0.89827,                0.45265,                 1.3725,              0.0012737,              0.0012737,              0.0012737
                    145,                0.61866,                0.36277,                 1.0763,                0.92663,                   0.95,                0.93375,                0.72612,                0.89401,                0.45908,                 1.3851,              0.0012709,              0.0012709,              0.0012709
                    146,                0.61194,                 0.3672,                 1.1041,                0.92615,                   0.95,                 0.9425,                0.72568,                0.96165,                0.45535,                 1.4384,              0.0012682,              0.0012682,              0.0012682
                    147,                0.63282,                0.39189,                 1.1112,                0.92694,                   0.95,                0.94063,                0.71714,                0.95459,                0.45434,                 1.4386,              0.0012654,              0.0012654,              0.0012654
                    148,                0.61907,                0.37298,                 1.0988,                 0.9274,                   0.95,                0.94562,                 0.7169,                0.89814,                0.44409,                 1.3805,              0.0012627,              0.0012627,              0.0012627
                    149,                0.63707,                0.38174,                 1.1333,                0.92549,                   0.95,                0.93268,                0.70791,                0.91869,                 0.4388,                 1.4027,              0.0012599,              0.0012599,              0.0012599
                    150,                0.62182,                 0.3828,                  1.108,                0.92677,                   0.95,                0.91929,                0.67199,                 1.0209,                 0.5085,                 1.5353,              0.0012572,              0.0012572,              0.0012572
                    151,                0.62106,                0.37064,                 1.1011,                0.92592,                   0.95,                0.91929,                0.66088,                 1.0454,                0.51326,                 1.5745,              0.0012544,              0.0012544,              0.0012544
                    152,                0.62877,                0.37989,                 1.1108,                 0.9318,                   0.95,                0.95063,                0.68706,                 1.0392,                0.48409,                  1.569,              0.0012517,              0.0012517,              0.0012517
                    153,                0.64548,                0.38701,                 1.1177,                0.93275,                   0.95,                0.95063,                0.70503,                0.97404,                0.44808,                 1.4796,              0.0012489,              0.0012489,              0.0012489
                    154,                0.60544,                0.38908,                 1.1089,                0.92422,                   0.95,                0.93375,                0.70338,                0.93181,                0.42856,                 1.4259,              0.0012462,              0.0012462,              0.0012462
                    155,                0.61643,                0.38266,                 1.1037,                0.92169,                   0.95,                0.93047,                0.70266,                0.93908,                0.42143,                 1.4221,              0.0012434,              0.0012434,              0.0012434
                    156,                0.61342,                0.38013,                 1.1199,                0.93072,                   0.95,                0.94904,                 0.7077,                0.97225,                0.43139,                 1.4248,              0.0012407,              0.0012407,              0.0012407
                    157,                0.65096,                0.37345,                 1.1208,                0.93067,                   0.95,                0.94904,                0.69919,                0.99212,                0.43725,                 1.4585,              0.0012379,              0.0012379,              0.0012379
                    158,                0.60935,                0.34261,                 1.0813,                0.92778,                   0.95,                0.95404,                0.71089,                 1.0262,                0.49007,                 1.5524,              0.0012352,              0.0012352,              0.0012352
                    159,                0.64139,                0.38694,                 1.1221,                 0.9259,                   0.95,                0.94456,                0.71517,                 1.0148,                0.49199,                 1.5424,              0.0012324,              0.0012324,              0.0012324
                    160,                0.63793,                0.37118,                 1.1063,                0.92585,                   0.95,                0.92531,                0.70995,                0.97136,                 0.4662,                 1.4508,              0.0012297,              0.0012297,              0.0012297
                    161,                0.67447,                0.41336,                 1.1832,                 0.9274,                   0.95,                0.92803,                0.70223,                0.98401,                0.45903,                 1.4548,              0.0012269,              0.0012269,              0.0012269
                    162,                0.64321,                0.38761,                 1.1033,                0.92798,                   0.95,                 0.9365,                0.71262,                0.98941,                0.47538,                 1.4656,              0.0012242,              0.0012242,              0.0012242
                    163,                0.60615,                0.38172,                 1.0971,                0.92776,                   0.95,                0.93768,                0.71053,                 1.0013,                0.46545,                  1.491,              0.0012214,              0.0012214,              0.0012214
                    164,                0.62226,                 0.3779,                 1.1206,                0.93011,                   0.95,                0.94404,                0.71573,                 1.0215,                0.48147,                 1.5424,              0.0012187,              0.0012187,              0.0012187
                    165,                  0.609,                0.37453,                 1.0863,                 0.9304,                   0.95,                0.93404,                0.70908,                 1.0204,                0.46763,                 1.5405,              0.0012159,              0.0012159,              0.0012159
                    166,                0.64358,                0.38825,                 1.1105,                0.93079,                   0.95,                0.95047,                0.69918,                  1.022,                0.47181,                 1.5527,              0.0012132,              0.0012132,              0.0012132
                    167,                 0.6268,                 0.3858,                  1.099,                0.93131,                   0.95,                0.95303,                0.69736,                 1.0298,                0.45512,                 1.5767,              0.0012104,              0.0012104,              0.0012104
                    168,                0.59813,                0.38426,                 1.1182,                0.93093,                   0.95,                0.95179,                0.71001,                 1.0333,                0.44416,                 1.5893,              0.0012077,              0.0012077,              0.0012077
                    169,                0.61176,                0.38681,                 1.1154,                0.93228,                   0.95,                0.95031,                0.72809,                 1.0072,                0.45321,                 1.5553,              0.0012049,              0.0012049,              0.0012049
                    170,                0.62318,                0.37908,                 1.1191,                0.93036,                   0.95,                0.92303,                 0.7277,                0.93222,                0.44699,                 1.4653,              0.0012022,              0.0012022,              0.0012022
                    171,                0.62264,                0.37969,                 1.1287,                0.93178,                   0.95,                0.93237,                0.74803,                0.92233,                0.43079,                 1.4537,              0.0011994,              0.0011994,              0.0011994
                    172,                0.60827,                0.37998,                  1.092,                0.93268,                   0.95,                0.93456,                0.75051,                0.95095,                0.43168,                 1.4711,              0.0011967,              0.0011967,              0.0011967
                    173,                0.63867,                0.40007,                 1.1371,                0.93261,                   0.95,                0.94547,                0.73094,                0.96493,                0.43784,                 1.4866,              0.0011939,              0.0011939,              0.0011939
                    174,                0.62716,                0.36144,                 1.0885,                0.93023,                   0.95,                 0.9565,                0.73088,                0.99645,                0.43874,                 1.5239,              0.0011912,              0.0011912,              0.0011912
                    175,                0.61199,                0.38104,                 1.1057,                0.92933,                   0.95,                0.95904,                0.73575,                 1.0047,                 0.4461,                 1.5344,              0.0011884,              0.0011884,              0.0011884
                    176,                 0.6108,                0.37155,                 1.1133,                0.93159,                   0.95,                0.95404,                0.74032,                0.98178,                0.44809,                 1.4988,              0.0011857,              0.0011857,              0.0011857
                    177,                0.59587,                0.36075,                 1.0946,                0.93174,                   0.95,                0.94268,                0.73362,                0.98421,                0.45047,                 1.4943,              0.0011829,              0.0011829,              0.0011829
                    178,                0.62557,                0.37627,                 1.1065,                0.92976,                   0.95,                0.93768,                  0.733,                0.99079,                0.46902,                 1.4942,              0.0011802,              0.0011802,              0.0011802
                    179,                0.58249,                0.36244,                 1.0982,                0.92977,                   0.95,                 0.9265,                0.71805,                0.99332,                0.49139,                 1.4799,              0.0011774,              0.0011774,              0.0011774
                    180,                 0.6408,                 0.3671,                 1.0936,                0.92909,                   0.95,                0.94404,                 0.7295,                0.97748,                0.47574,                 1.4629,              0.0011747,              0.0011747,              0.0011747
                    181,                0.63374,                0.37835,                 1.0994,                0.92848,                   0.95,                0.95404,                0.74086,                  0.978,                0.46303,                  1.469,              0.0011719,              0.0011719,              0.0011719
                    182,                0.59571,                0.34968,                 1.0732,                0.92692,                   0.95,                0.93404,                0.70882,                 1.0027,                0.47487,                 1.5158,              0.0011692,              0.0011692,              0.0011692
                    183,                0.60568,                0.36104,                 1.0974,                0.92712,                   0.95,                 0.9265,                0.71778,                 1.0094,                0.47914,                 1.5175,              0.0011664,              0.0011664,              0.0011664
                    184,                 0.5888,                0.34487,                 1.0812,                0.92863,                   0.95,                0.91328,                0.68865,                  0.987,                0.46043,                 1.4584,              0.0011636,              0.0011636,              0.0011636
                    185,                0.60702,                0.37761,                 1.1046,                 0.9297,                   0.95,                0.91101,                0.70032,                 0.9691,                0.45089,                 1.4243,              0.0011609,              0.0011609,              0.0011609
                    186,                0.61159,                0.36815,                 1.0743,                0.93009,                   0.95,                0.91056,                0.71649,                0.95758,                0.45937,                  1.429,              0.0011581,              0.0011581,              0.0011581
                    187,                0.63946,                0.38324,                 1.1041,                0.93088,                   0.95,                0.93125,                0.74615,                0.96804,                0.45501,                 1.4365,              0.0011554,              0.0011554,              0.0011554
                    188,                0.61976,                0.36761,                 1.0985,                0.94694,                   0.95,                0.95456,                0.75089,                0.97418,                0.46463,                 1.4345,              0.0011526,              0.0011526,              0.0011526
                    189,                0.59524,                 0.3906,                 1.0913,                0.93258,                   0.95,                0.95768,                 0.7614,                0.97847,                0.46857,                 1.4483,              0.0011499,              0.0011499,              0.0011499
                    190,                0.60871,                0.36474,                 1.0998,                0.93274,                   0.95,                0.92088,                0.72589,                 0.9586,                0.46817,                 1.4557,              0.0011471,              0.0011471,              0.0011471
                    191,                0.62305,                0.36407,                 1.0974,                0.93362,                   0.95,                0.92088,                0.71478,                0.94309,                0.45184,                 1.4456,              0.0011444,              0.0011444,              0.0011444
                    192,                0.58992,                0.35406,                  1.073,                 0.9367,                   0.95,                0.95063,                 0.7298,                0.92382,                0.41677,                  1.428,              0.0011416,              0.0011416,              0.0011416
                    193,                0.61707,                0.38617,                 1.1203,                0.93978,                   0.95,                0.95475,                 0.7412,                0.91246,                0.41063,                 1.4099,              0.0011389,              0.0011389,              0.0011389
                    194,                 0.6097,                0.35717,                 1.0796,                0.93444,                   0.95,                0.95063,                0.73626,                0.92064,                0.41025,                 1.4159,              0.0011361,              0.0011361,              0.0011361
                    195,                 0.6005,                0.34882,                 1.0853,                0.93321,                   0.95,                0.94904,                0.72737,                0.94835,                0.42168,                   1.45,              0.0011334,              0.0011334,              0.0011334
                    196,                0.57889,                0.35301,                 1.0647,                0.93595,                   0.95,                0.95268,                0.73181,                 0.9233,                0.44173,                 1.4388,              0.0011306,              0.0011306,              0.0011306
                    197,                0.61963,                0.36635,                 1.0928,                0.93672,                   0.95,                 0.9515,                0.75593,                0.91303,                0.45369,                 1.4303,              0.0011279,              0.0011279,              0.0011279
                    198,                0.62356,                0.38309,                 1.1221,                0.93479,                   0.95,                0.95562,                0.74025,                0.94135,                0.43813,                 1.4576,              0.0011251,              0.0011251,              0.0011251
                    199,                0.60134,                 0.3546,                 1.0874,                 0.9334,                   0.95,                 0.9575,                0.74507,                0.94728,                0.41841,                 1.4641,              0.0011224,              0.0011224,              0.0011224
                    200,                0.58583,                0.36502,                 1.1065,                0.93354,                   0.95,                 0.9525,                0.75186,                0.95972,                0.41484,                 1.4529,              0.0011196,              0.0011196,              0.0011196
                    201,                0.59891,                0.35949,                 1.1121,                0.93435,                   0.95,                 0.9525,                0.75269,                0.96879,                0.42119,                 1.4511,              0.0011169,              0.0011169,              0.0011169
                    202,                 0.6264,                0.36321,                 1.1191,                 0.9358,                   0.95,                0.94063,                0.76042,                0.95944,                0.44697,                 1.4229,              0.0011141,              0.0011141,              0.0011141
                    203,                0.62909,                0.36614,                 1.1032,                0.93486,                   0.95,                0.93063,                0.74691,                0.95599,                0.44499,                 1.4038,              0.0011114,              0.0011114,              0.0011114
                    204,                0.58352,                0.34799,                 1.0644,                0.93119,                   0.95,                0.92563,                0.72173,                 0.9634,                0.44068,                  1.421,              0.0011086,              0.0011086,              0.0011086
                    205,                 0.5954,                0.35861,                 1.0613,                0.93025,                   0.95,                0.92563,                0.70788,                0.95678,                0.44571,                 1.4075,              0.0011059,              0.0011059,              0.0011059
                    206,                0.60416,                0.34374,                 1.0919,                 0.9311,                   0.95,                 0.9325,                0.71965,                 1.0126,                0.43407,                 1.4756,              0.0011031,              0.0011031,              0.0011031
                    207,                0.60652,                0.35934,                 1.0974,                0.93117,                   0.95,                 0.9325,                0.73038,                 1.0106,                0.43758,                 1.4821,              0.0011004,              0.0011004,              0.0011004
                    208,                0.58759,                0.35943,                 1.0862,                0.92641,                   0.95,                0.92275,                0.70508,                0.97188,                0.44623,                  1.432,              0.0010976,              0.0010976,              0.0010976
                    209,                0.57226,                0.36517,                 1.0765,                0.91994,                   0.95,                0.92975,                0.71492,                0.96498,                0.44893,                 1.4206,              0.0010949,              0.0010949,              0.0010949
                    210,                0.60915,                0.38915,                 1.1089,                0.93023,                   0.95,                0.93475,                 0.7276,                0.93485,                 0.4401,                 1.3848,              0.0010921,              0.0010921,              0.0010921
                    211,                0.60333,                0.37503,                 1.0965,                0.92912,                   0.95,                0.93975,                0.73045,                0.92239,                0.47195,                 1.3757,              0.0010894,              0.0010894,              0.0010894
                    212,                0.58462,                 0.3659,                 1.0845,                0.92886,                   0.95,                0.94475,                0.75471,                0.93493,                0.45597,                 1.4007,              0.0010866,              0.0010866,              0.0010866
                    213,                0.61481,                0.36172,                 1.0972,                0.92715,                   0.95,                 0.9425,                0.75051,                0.91699,                 0.4276,                 1.3949,              0.0010839,              0.0010839,              0.0010839
                    214,                 0.5965,                0.36061,                 1.0816,                0.92687,                   0.95,                0.93375,                0.73284,                 0.9935,                0.44277,                 1.4841,              0.0010811,              0.0010811,              0.0010811
                    215,                0.62823,                0.35951,                 1.1055,                0.92767,                   0.95,                0.93237,                0.71965,                 1.0452,                0.44492,                 1.5314,              0.0010784,              0.0010784,              0.0010784
                    216,                0.58462,                0.35411,                 1.0801,                0.92887,                   0.95,                 0.9399,                0.73469,                 1.0099,                0.45429,                  1.507,              0.0010756,              0.0010756,              0.0010756
                    217,                0.59861,                0.36631,                 1.0775,                0.93106,                   0.95,                0.94417,                0.73027,                0.97745,                  0.453,                 1.4594,              0.0010729,              0.0010729,              0.0010729
                    218,                0.61709,                0.36546,                 1.0929,                0.93006,                   0.95,                0.94031,                0.75185,                  0.946,                0.46312,                 1.4339,              0.0010701,              0.0010701,              0.0010701
                    219,                0.63369,                0.37734,                  1.101,                0.93069,                   0.95,                0.94679,                0.74958,                0.92816,                0.44495,                 1.4159,              0.0010674,              0.0010674,              0.0010674
                    220,                0.62359,                0.38144,                 1.0974,                0.93274,                   0.95,                0.94875,                0.75214,                0.91321,                0.42219,                 1.3796,              0.0010646,              0.0010646,              0.0010646
                    221,                0.57616,                0.34732,                 1.0923,                0.93237,                   0.95,                0.94375,                0.74579,                0.90475,                 0.4152,                 1.3619,              0.0010619,              0.0010619,              0.0010619
                    222,                0.58791,                0.36892,                 1.0791,                0.92762,                   0.95,                0.93679,                0.75081,                0.88852,                0.40071,                 1.3573,              0.0010591,              0.0010591,              0.0010591
                    223,                0.57189,                  0.341,                 1.0559,                0.94351,                   0.95,                0.93679,                0.75052,                0.91128,                0.40493,                 1.3872,              0.0010564,              0.0010564,              0.0010564
                    224,                0.54834,                 0.3364,                 1.0693,                0.93563,                    0.9,                0.95375,                0.72078,                0.98226,                0.45853,                 1.4597,              0.0010536,              0.0010536,              0.0010536
                    225,                 0.5995,                0.35027,                 1.0706,                0.93859,                   0.95,                0.95956,                0.72047,                 1.0038,                0.47444,                 1.4856,              0.0010509,              0.0010509,              0.0010509
                    226,                  0.543,                0.35223,                 1.0577,                0.93274,                   0.95,                0.94956,                0.73499,                  1.007,                0.46489,                 1.4862,              0.0010481,              0.0010481,              0.0010481
                    227,                0.56946,                0.36409,                 1.0627,                0.93294,                   0.95,                0.93875,                0.73097,                 1.0226,                0.47863,                 1.5011,              0.0010454,              0.0010454,              0.0010454
                    228,                0.58651,                0.35907,                 1.0702,                0.93314,                   0.95,                0.94456,                0.70659,                 1.0645,                0.48785,                 1.5503,              0.0010426,              0.0010426,              0.0010426
                    229,                0.57893,                0.35123,                  1.069,                0.93227,                   0.95,                0.94956,                0.71249,                 1.0967,                0.48655,                 1.5795,              0.0010399,              0.0010399,              0.0010399
                    230,                0.61956,                0.36139,                 1.0734,                0.92743,                   0.95,                0.95547,                0.70876,                 1.0721,                0.46212,                 1.5556,              0.0010371,              0.0010371,              0.0010371
                    231,                 0.5634,                0.35191,                  1.069,                0.92917,                   0.95,                0.95303,                0.71413,                 1.0486,                0.44422,                 1.5148,              0.0010344,              0.0010344,              0.0010344
                    232,                0.60421,                0.37107,                 1.0985,                0.93107,                   0.95,                0.93825,                0.71005,                 1.0119,                0.44119,                 1.4687,              0.0010316,              0.0010316,              0.0010316
                    233,                0.55813,                0.35379,                  1.061,                0.93146,                   0.95,                 0.9325,                0.72055,                0.99626,                0.42813,                 1.4588,              0.0010289,              0.0010289,              0.0010289
                    234,                0.55811,                0.33945,                 1.0524,                 0.9475,                   0.95,                0.93298,                0.71234,                0.99112,                0.42214,                 1.4581,              0.0010261,              0.0010261,              0.0010261
                    235,                  0.563,                0.34637,                 1.0734,                0.94746,                   0.95,                0.93798,                 0.7129,                0.99416,                0.42003,                 1.4763,              0.0010234,              0.0010234,              0.0010234
                    236,                0.57611,                0.35246,                 1.1023,                0.93242,                   0.95,                0.92825,                0.70854,                0.97282,                0.41622,                 1.4699,              0.0010206,              0.0010206,              0.0010206
                    237,                0.56631,                0.33568,                 1.0535,                0.93216,                   0.95,                0.92825,                0.71264,                0.99097,                0.42841,                 1.4923,              0.0010179,              0.0010179,              0.0010179
                    238,                0.60937,                0.36424,                 1.1045,                0.93216,                   0.95,                0.91015,                0.68229,                 1.0116,                0.44995,                 1.5124,              0.0010151,              0.0010151,              0.0010151
                    239,                 0.5672,                0.34057,                 1.0627,                0.93166,                   0.95,                0.90977,                0.68525,                 1.0086,                0.44307,                 1.4963,              0.0010124,              0.0010124,              0.0010124
                    240,                0.58369,                0.35597,                 1.0575,                0.92856,                   0.95,                0.90977,                0.70557,                0.99718,                0.43619,                 1.4661,              0.0010096,              0.0010096,              0.0010096
                    241,                 0.5805,                0.34064,                 1.0611,                0.92642,                   0.95,                0.90942,                0.72129,                0.97834,                0.45079,                  1.444,              0.0010069,              0.0010069,              0.0010069
                    242,                0.57444,                0.35482,                 1.0563,                0.93262,                   0.95,                0.91101,                0.71555,                0.96719,                0.43454,                 1.4203,              0.0010041,              0.0010041,              0.0010041
                    243,                 0.5585,                0.34716,                 1.0502,                0.93356,                   0.95,                0.91101,                  0.704,                  0.962,                0.42509,                 1.4065,              0.0010014,              0.0010014,              0.0010014
                    244,                0.55912,                0.34917,                   1.06,                0.93076,                   0.95,                0.93384,                0.70855,                0.96279,                0.41763,                 1.4175,             0.00099862,             0.00099862,             0.00099862
                    245,                0.58921,                0.34632,                 1.0896,                0.92828,                   0.95,                0.93825,                0.70574,                0.97688,                0.43643,                 1.4293,             0.00099587,             0.00099587,             0.00099587
                    246,                0.56412,                0.36134,                   1.09,                0.93004,                   0.95,                0.93884,                0.69798,                 1.0335,                0.45766,                 1.5254,             0.00099312,             0.00099312,             0.00099312
                    247,                0.58053,                 0.3443,                 1.0646,                0.93179,                   0.95,                0.93917,                0.70177,                 1.0625,                0.45793,                 1.5728,             0.00099036,             0.00099036,             0.00099036
                    248,                0.58926,                0.34419,                 1.0808,                0.93176,                   0.95,                0.94576,                0.71338,                 1.0203,                0.45133,                 1.5246,             0.00098761,             0.00098761,             0.00098761
                    249,                0.55764,                0.33332,                 1.0684,                0.93113,                   0.95,                0.94625,                0.73424,                0.97677,                0.43563,                 1.4728,             0.00098486,             0.00098486,             0.00098486
                    250,                0.55479,                0.33964,                 1.0571,                0.93249,                   0.95,                0.93803,                 0.7121,                0.94456,                0.40321,                  1.441,             0.00098211,             0.00098211,             0.00098211
                    251,                0.56072,                0.32972,                 1.0615,                 0.9342,                   0.95,                0.94547,                0.72227,                0.95174,                 0.4137,                 1.4553,             0.00097936,             0.00097936,             0.00097936
                    252,                0.56988,                0.33401,                 1.0728,                0.93288,                   0.95,                0.94547,                0.72853,                 0.9614,                0.41976,                 1.4419,             0.00097661,             0.00097661,             0.00097661
                    253,                0.52916,                0.33235,                 1.0674,                0.93111,                   0.95,                0.93956,                0.72394,                0.95851,                0.41453,                 1.4343,             0.00097386,             0.00097386,             0.00097386
                    254,                0.55489,                 0.3376,                 1.0778,                0.91768,                   0.95,                0.93547,                0.71308,                 0.9708,                0.42598,                 1.4466,             0.00097111,             0.00097111,             0.00097111
                    255,                0.56995,                0.35302,                 1.0698,                0.90126,                   0.95,                0.93303,                0.72063,                 0.9895,                0.43778,                 1.4645,             0.00096836,             0.00096836,             0.00096836
                    256,                0.54513,                0.34031,                 1.0781,                0.92365,                   0.95,                0.93875,                0.69364,                 1.0038,                 0.4487,                 1.4788,             0.00096561,             0.00096561,             0.00096561
                    257,                0.61185,                0.35822,                 1.0969,                 0.9273,                   0.95,                0.93803,                0.70479,                0.99526,                0.44548,                 1.4591,             0.00096286,             0.00096286,             0.00096286
                    258,                0.59232,                0.35074,                 1.0771,                0.93238,                   0.95,                0.92875,                0.71112,                0.94107,                0.43958,                 1.4055,             0.00096011,             0.00096011,             0.00096011
                    259,                0.58278,                 0.3675,                 1.0642,                0.93123,                   0.95,                0.92956,                0.72788,                  0.925,                0.43409,                 1.3996,             0.00095736,             0.00095736,             0.00095736
                    260,                0.57697,                0.34434,                 1.0676,                0.92935,                   0.95,                0.95278,                0.72683,                0.93588,                0.43346,                 1.4251,             0.00095461,             0.00095461,             0.00095461
                    261,                0.57291,                0.34194,                 1.0759,                0.92996,                   0.95,                   0.96,                0.73091,                0.96271,                0.42941,                 1.4579,             0.00095186,             0.00095186,             0.00095186
                    262,                0.58499,                0.34016,                 1.0638,                0.93086,                   0.95,                0.95179,                0.70487,                 1.0609,                0.42526,                 1.5845,             0.00094911,             0.00094911,             0.00094911
                    263,                0.57966,                 0.3633,                 1.0996,                0.93072,                   0.95,                0.94179,                0.70481,                 1.0577,                0.41545,                 1.5778,             0.00094636,             0.00094636,             0.00094636
                    264,                0.58725,                0.34467,                 1.0778,                0.93017,                   0.95,                0.91328,                0.71307,                 1.0121,                0.42276,                 1.5015,             0.00094361,             0.00094361,             0.00094361
                    265,                0.55038,                0.32776,                 1.0625,                0.93135,                   0.95,                0.91204,                0.71204,                0.99636,                0.42551,                 1.4654,             0.00094085,             0.00094085,             0.00094085
                    266,                0.55708,                0.34594,                 1.0784,                0.93221,                   0.95,                0.90977,                0.69778,                0.99778,                0.42884,                 1.4752,              0.0009381,              0.0009381,              0.0009381
                    267,                0.55481,                0.35108,                 1.0443,                 0.9306,                   0.95,                0.90823,                0.69127,                 1.0424,                0.46331,                 1.5254,             0.00093535,             0.00093535,             0.00093535
                    268,                0.54462,                0.33799,                 1.0462,                0.91969,                   0.95,                0.90732,                0.67026,                 1.0734,                0.46668,                 1.5633,              0.0009326,              0.0009326,              0.0009326
                    269,                0.55144,                0.33585,                 1.0549,                0.92233,                   0.95,                0.90753,                0.66886,                 1.0538,                0.43952,                 1.5342,             0.00092985,             0.00092985,             0.00092985
                    270,                0.54285,                0.31967,                 1.0542,                0.92527,                   0.95,                0.90909,                0.67868,                 1.0203,                0.43117,                 1.4785,              0.0009271,              0.0009271,              0.0009271
                    271,                0.57081,                0.34318,                 1.0669,                0.92308,                   0.95,                0.91056,                0.68431,                 1.0309,                0.44413,                 1.4867,             0.00092435,             0.00092435,             0.00092435
                    272,                0.56762,                0.33135,                 1.0822,                0.93135,                   0.95,                0.93237,                0.70149,                 1.0486,                0.44711,                 1.5392,              0.0009216,              0.0009216,              0.0009216
                    273,                 0.5868,                0.35925,                 1.0801,                0.93253,                   0.95,                0.93237,                0.69178,                 1.0521,                 0.4403,                  1.551,             0.00091885,             0.00091885,             0.00091885
                    274,                0.60656,                0.36492,                 1.1229,                0.93611,                   0.95,                0.96833,                0.71344,                 1.0138,                0.41441,                 1.5373,              0.0009161,              0.0009161,              0.0009161
                    275,                0.54701,                0.34025,                 1.0584,                0.93787,                   0.95,                0.97833,                  0.731,                0.96101,                0.42334,                 1.4949,             0.00091335,             0.00091335,             0.00091335
                    276,                0.57367,                0.34442,                 1.0828,                0.94694,                   0.95,                0.98071,                0.72936,                0.89377,                0.40692,                 1.4303,              0.0009106,              0.0009106,              0.0009106
                    277,                 0.5756,                0.34885,                 1.1021,                0.93856,                   0.95,                0.98071,                0.73618,                0.87565,                0.40084,                  1.412,             0.00090785,             0.00090785,             0.00090785
                    278,                0.60338,                0.34429,                 1.0566,                0.93528,                   0.95,                0.97833,                0.74108,                0.89056,                 0.4133,                 1.4178,              0.0009051,              0.0009051,              0.0009051
                    279,                0.55929,                0.32884,                 1.0479,                0.93571,                   0.95,                0.97833,                0.73803,                 0.9088,                0.42618,                 1.4295,             0.00090235,             0.00090235,             0.00090235
                    280,                 0.5568,                 0.3468,                  1.059,                0.93285,                   0.95,                0.96625,                0.73175,                0.93583,                0.43854,                 1.4584,              0.0008996,              0.0008996,              0.0008996
                    281,                0.57826,                0.36018,                 1.0796,                0.93193,                   0.95,                0.94941,                0.71338,                0.94861,                0.41798,                 1.4659,             0.00089685,             0.00089685,             0.00089685
                    282,                0.57292,                0.32981,                 1.0556,                0.92832,                   0.95,                0.94278,                0.72991,                0.96971,                0.46314,                 1.4679,              0.0008941,              0.0008941,              0.0008941
                    283,                0.57918,                0.38235,                 1.0764,                 0.9152,                   0.95,                0.94441,                 0.7213,                0.93488,                 0.4425,                 1.4166,             0.00089134,             0.00089134,             0.00089134
                    284,                0.57505,                  0.337,                 1.0844,                0.91686,                   0.95,                0.94778,                0.72937,                0.89968,                0.42945,                 1.3886,             0.00088859,             0.00088859,             0.00088859
                    285,                0.55839,                0.34219,                 1.0672,                0.91897,                   0.95,                0.94632,                0.73985,                0.89983,                 0.4252,                 1.3904,             0.00088584,             0.00088584,             0.00088584
                    286,                0.55451,                0.33717,                 1.0787,                0.91877,                   0.95,                  0.945,                0.73465,                0.92856,                0.42482,                  1.437,             0.00088309,             0.00088309,             0.00088309
                    287,                0.53615,                0.31766,                 1.0584,                0.92371,                   0.95,                0.93881,                0.73062,                0.93955,                0.44006,                 1.4325,             0.00088034,             0.00088034,             0.00088034
                    288,                0.56463,                0.33778,                 1.0554,                0.92348,                   0.95,                0.93881,                0.71467,                0.93961,                0.44959,                 1.4248,             0.00087759,             0.00087759,             0.00087759
                    289,                0.57114,                0.33225,                 1.0767,                0.92334,                   0.95,                0.93881,                0.72135,                0.92827,                0.46678,                 1.4092,             0.00087484,             0.00087484,             0.00087484
