                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 0.6697,                0.31395,                 1.0291,                0.98595,                      1,                  0.995,                0.78849,                0.83545,                0.30791,                 1.1438,             0.00039625,             0.00039625,             0.00039625
                    156,                0.67168,                0.31958,                 1.0112,                0.98606,                      1,                  0.995,                0.80691,                0.82825,                0.32437,                 1.1324,             0.00038799,             0.00038799,             0.00038799
                    157,                0.65059,                 0.3036,                 1.0175,                0.98602,                      1,                  0.995,                0.79558,                0.80284,                0.31434,                 1.1153,             0.00037974,             0.00037974,             0.00037974
                    158,                0.65651,                0.30567,                 1.0109,                0.98621,                      1,                  0.995,                0.80693,                0.78895,                0.32111,                 1.1056,             0.00037149,             0.00037149,             0.00037149
                    159,                0.67088,                0.30831,                 1.0266,                0.98636,                      1,                  0.995,                0.79745,                0.79144,                0.32275,                  1.106,             0.00036324,             0.00036324,             0.00036324
                    160,                0.66594,                0.30576,                 1.0278,                0.98684,                      1,                  0.995,                0.80508,                0.79217,                0.31687,                 1.1061,             0.00035499,             0.00035499,             0.00035499
                    161,                0.65418,                0.31783,                 1.0321,                0.98719,                      1,                  0.995,                0.80614,                0.78037,                0.31081,                 1.1016,             0.00034674,             0.00034674,             0.00034674
                    162,                0.67404,                0.30727,                 1.0361,                0.98403,                      1,                  0.995,                0.80801,                0.77611,                0.31562,                 1.1014,             0.00033848,             0.00033848,             0.00033848
                    163,                0.66181,                0.30853,                 1.0207,                0.98655,                      1,                  0.995,                0.81081,                0.78183,                0.31414,                 1.1063,             0.00033023,             0.00033023,             0.00033023
                    164,                0.66013,                0.31977,                 1.0178,                0.98599,                      1,                  0.995,                0.79889,                0.79489,                0.31093,                 1.1134,             0.00032198,             0.00032198,             0.00032198
                    165,                0.67392,                0.31746,                 1.0201,                0.98622,                      1,                  0.995,                0.79939,                0.80176,                0.31348,                 1.1196,             0.00031373,             0.00031373,             0.00031373
                    166,                0.65214,                0.30814,                 1.0239,                0.98701,                      1,                  0.995,                0.79308,                0.79371,                0.30148,                 1.1147,             0.00030548,             0.00030548,             0.00030548
                    167,                0.64434,                0.30935,                 1.0055,                0.98693,                      1,                  0.995,                 0.7995,                0.78082,                0.29831,                  1.108,             0.00029723,             0.00029723,             0.00029723
                    168,                0.65023,                0.31232,                 1.0228,                0.98587,                      1,                  0.995,                0.81029,                0.78207,                0.29857,                 1.1118,             0.00028897,             0.00028897,             0.00028897
                    169,                0.64781,                0.30343,                 1.0072,                0.98519,                      1,                  0.995,                0.80714,                 0.7938,                 0.3051,                 1.1202,             0.00028072,             0.00028072,             0.00028072
                    170,                0.64807,                0.29347,                 1.0111,                0.98511,                      1,                  0.995,                0.79174,                0.79625,                0.29981,                 1.1262,             0.00027247,             0.00027247,             0.00027247
                    171,                0.65113,                0.31029,                 1.0286,                0.98481,                      1,                  0.995,                 0.8033,                0.79519,                0.29718,                 1.1294,             0.00026422,             0.00026422,             0.00026422
                    172,                0.66731,                0.30639,                 1.0414,                0.98389,                      1,                  0.995,                0.79527,                0.79543,                0.29757,                 1.1304,             0.00025597,             0.00025597,             0.00025597
                    173,                 0.6716,                0.31233,                  1.018,                0.98379,                      1,                  0.995,                0.79861,                  0.796,                0.29732,                 1.1286,             0.00024772,             0.00024772,             0.00024772
                    174,                0.62845,                0.30196,                   1.01,                0.98456,                      1,                  0.995,                0.80059,                0.78841,                0.29796,                 1.1247,             0.00023946,             0.00023946,             0.00023946
                    175,                0.66901,                0.30741,                 1.0145,                0.98566,                      1,                  0.995,                0.80373,                0.78234,                0.30015,                 1.1181,             0.00023121,             0.00023121,             0.00023121
                    176,                0.65022,                0.29835,                 1.0153,                 0.9865,                      1,                  0.995,                 0.8058,                 0.7831,                0.29838,                 1.1149,             0.00022296,             0.00022296,             0.00022296
                    177,                0.64675,                0.30892,                 1.0157,                0.98638,                      1,                  0.995,                  0.802,                0.78835,                0.29592,                 1.1174,             0.00021471,             0.00021471,             0.00021471
                    178,                0.65268,                0.29826,                 1.0294,                0.98641,                      1,                  0.995,                0.80428,                0.79542,                0.29851,                 1.1208,             0.00020646,             0.00020646,             0.00020646
                    179,                0.63192,                0.28579,                 1.0188,                0.98663,                      1,                  0.995,                0.80337,                0.80499,                0.30154,                  1.126,             0.00019821,             0.00019821,             0.00019821
                    180,                 0.6445,                0.30087,                 1.0121,                 0.9872,                      1,                  0.995,                0.80021,                0.80556,                0.30146,                 1.1279,             0.00018995,             0.00018995,             0.00018995
                    181,                0.65535,                0.29965,                 1.0097,                0.98745,                      1,                  0.995,                0.78694,                 0.8003,                0.30367,                 1.1249,              0.0001817,              0.0001817,              0.0001817
                    182,                 0.6339,                0.29616,                 1.0202,                0.98741,                      1,                  0.995,                0.80634,                0.78726,                0.29339,                 1.1179,             0.00017345,             0.00017345,             0.00017345
                    183,                0.63659,                0.28757,                0.99948,                0.98739,                      1,                  0.995,                0.80338,                0.78228,                0.28083,                 1.1146,              0.0001652,              0.0001652,              0.0001652
                    184,                0.63623,                0.28854,                0.99974,                0.98755,                      1,                  0.995,                0.80394,                0.79726,                0.28552,                 1.1242,             0.00015695,             0.00015695,             0.00015695
                    185,                0.63963,                0.29584,                 1.0229,                0.98745,                      1,                  0.995,                0.80306,                0.80004,                0.28294,                 1.1267,              0.0001487,              0.0001487,              0.0001487
                    186,                 0.6399,                 0.3021,                 1.0192,                0.98723,                      1,                  0.995,                0.79781,                0.80439,                0.28781,                 1.1313,             0.00014044,             0.00014044,             0.00014044
                    187,                0.64825,                0.30039,                  1.012,                0.98703,                      1,                  0.995,                0.79391,                0.80755,                0.28754,                 1.1328,             0.00013219,             0.00013219,             0.00013219
                    188,                0.65861,                 0.2956,                 1.0181,                0.98722,                      1,                  0.995,                0.79746,                0.81189,                0.29383,                 1.1357,             0.00012394,             0.00012394,             0.00012394
                    189,                0.62148,                0.28879,                 1.0292,                0.98741,                      1,                  0.995,                0.80299,                0.80723,                0.29442,                 1.1319,             0.00011569,             0.00011569,             0.00011569
                    190,                0.63505,                0.29104,                 1.0168,                0.98756,                      1,                  0.995,                0.80335,                0.80575,                0.29616,                 1.1293,             0.00010744,             0.00010744,             0.00010744
                    191,                0.77446,                0.42703,                  1.128,                0.98728,                      1,                  0.995,                0.79841,                 0.7963,                0.28608,                 1.1271,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.75784,                0.35227,                 1.1451,                0.98706,                      1,                  0.995,                0.80376,                0.79129,                0.29348,                 1.1235,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.75087,                0.33912,                 1.1102,                0.98724,                      1,                  0.995,                 0.8003,                0.78015,                0.29513,                  1.121,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.74856,                0.33215,                 1.0954,                0.98736,                      1,                  0.995,                0.79874,                0.78765,                0.30123,                 1.1213,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.75887,                0.32855,                 1.1252,                0.98732,                      1,                  0.995,                0.78959,                0.78977,                0.30671,                 1.1195,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.76268,                0.33446,                 1.1359,                0.98719,                      1,                  0.995,                0.77637,                0.79082,                0.30083,                 1.1191,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.74926,                0.32372,                 1.1176,                0.98717,                      1,                  0.995,                0.78355,                0.79438,                0.29993,                 1.1191,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.73245,                0.32289,                 1.0716,                0.98698,                      1,                  0.995,                0.78177,                0.79582,                0.30392,                 1.1185,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.75383,                0.31904,                 1.1228,                0.98694,                      1,                  0.995,                0.78816,                0.79352,                0.30327,                 1.1199,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.72413,                0.31019,                 1.1117,                0.98696,                      1,                  0.995,                0.78373,                0.78789,                0.29526,                 1.1145,             2.4922e-05,             2.4922e-05,             2.4922e-05
